subject,triples,cycle
Q6077568,"[[""Isabel Bishop"", ""instance of"", ""human""], [""New York City"", ""instance of"", ""geographic location""], [""New York School of Applied Design for Women"", ""instance of"", ""educational institution""], [""Isabel Bishop"", ""educated at"", ""New York School of Applied Design for Women""], [""Isabel Bishop"", ""work location"", ""New York City""]]",2
Q60776100,"[[""Piyong Temjen Jamir"", ""instance of"", ""human""], [""Ganga Sharan Singh Award"", ""instance of"", ""award""], [""APJ Abdul Kalam"", ""instance of"", ""human""], [""2006"", ""instance of"", ""year""], [""India"", ""instance of"", ""country""], [""11th President of India"", ""instance of"", ""position""], [""Piyong Temjen Jamir"", ""award received"", ""Ganga Sharan Singh Award""], [""APJ Abdul Kalam"", ""occupation"", ""11th President of India""], [""Piyong Temjen Jamir"", ""country of citizenship"", ""India""], [""APJ Abdul Kalam"", ""country of citizenship"", ""India""]]",3
Q6078,"[[""Dr. Dre"", ""instance of"", ""human""], [""Dr. Dre"", ""educated at"", ""Centennial High School""], [""Dr. Dre"", ""educated at"", ""Fremont High School""], [""Centennial High School"", ""instance of"", ""educational institution""], [""Fremont High School"", ""instance of"", ""educational institution""]]",2
Q6085915,"[[""Istanbul"", ""instance of"", ""geographic entity""], [""Turgut Uyar"", ""instance of"", ""human""], [""Tomris Uyar"", ""instance of"", ""human""], [""Turgut Uyar"", ""spouse"", ""Tomris Uyar""]]",3
Q6087134,"[[""Bengt R\u221a\u2202si\u221a\u2202"", ""instance of"", ""human""], [""Bengt R\u221a\u2202si\u221a\u2202"", ""educated at"", ""Uppsala University""], [""Uppsala University"", ""instance of"", ""educational institution""], [""Bengt R\u221a\u2202si\u221a\u2202"", ""educated at"", ""university in Dublin""], [""university in Dublin"", ""instance of"", ""educational institution""], [""Bengt R\u221a\u2202si\u221a\u2202"", ""educated at"", ""university in Vienna""], [""university in Vienna"", ""instance of"", ""educational institution""], [""Bengt R\u221a\u2202si\u221a\u2202"", ""educated at"", ""university in The Hague""], [""university in The Hague"", ""instance of"", ""educational institution""], [""Bengt R\u221a\u2202si\u221a\u2202"", ""educated at"", ""university in Paris""], [""university in Paris"", ""instance of"", ""educational institution""], [""Bengt R\u221a\u2202si\u221a\u2202"", ""occupation"", ""attach\u221a\u00a9""], [""attach\u221a\u00a9"", ""instance of"", ""profession""]]",2
Q6087455,"[[""Israela Margalit"", ""instance of"", ""human""], [""Lorin Maazel"", ""instance of"", ""human""], [""Israela Margalit"", ""spouse"", ""Lorin Maazel""], [""Lorin Maazel"", ""spouse"", ""Israela Margalit""]]",2
Q608815,"[[""Gaston Defferre"", ""instance of"", ""human""], [""Marseille"", ""instance of"", ""geographic location""], [""Mayor of Marseille"", ""instance of"", ""position""], [""33 years"", ""instance of"", ""time period""], [""1986"", ""instance of"", ""year""], [""Gaston Defferre"", ""position held"", ""Mayor of Marseille""], [""Gaston Defferre"", ""place of death"", ""Marseille""], [""Gaston Defferre"", ""date of death"", ""1986""]]",3
Q60884,"[[""G\u00fcnther Anders"", ""instance of"", ""human""], [""Hannah Arendt"", ""instance of"", ""human""], [""Elisabeth Freundlich"", ""instance of"", ""human""], [""Charlotte Lois Zelka"", ""instance of"", ""human""], [""G\u00fcnther Anders"", ""spouse"", ""Hannah Arendt""], [""G\u00fcnther Anders"", ""spouse"", ""Elisabeth Freundlich""], [""G\u00fcnther Anders"", ""spouse"", ""Charlotte Lois Zelka""], [""Hannah Arendt"", ""instance of"", ""philosopher""], [""Hannah Arendt"", ""instance of"", ""political scientist""], [""Elisabeth Freundlich"", ""instance of"", ""writer""], [""Charlotte Lois Zelka"", ""instance of"", ""pianist""]]",1
Q60903290,"[[""Elisabeth Severance Prentiss"", ""instance of"", ""human""], [""Dudley Peter Allen"", ""instance of"", ""human""], [""Cleveland"", ""instance of"", ""geographic entity""], [""Wellesley College"", ""instance of"", ""educational institution""], [""Elisabeth Severance Prentiss"", ""educated at"", ""Wellesley College""], [""Elisabeth Severance Prentiss"", ""spouse"", ""Dudley Peter Allen""], [""Elisabeth Severance Prentiss"", ""place of birth"", ""Cleveland""], [""Surgeon"", ""instance of"", ""occupation""], [""Dudley Peter Allen"", ""occupation"", ""Surgeon""]]",3
Q609172,"[[""Roland Burris"", ""instance of"", ""human""], [""Southern Illinois University Carbondale"", ""instance of"", ""educational institution""], [""Roland Burris"", ""educated at"", ""Southern Illinois University Carbondale""]]",2
Q60953,"[[""Lilli Palmer"", ""instance of"", ""human""], [""Rex Harrison"", ""instance of"", ""human""], [""Lilli Palmer"", ""spouse"", ""Rex Harrison""], [""Rex Harrison"", ""spouse"", ""Lilli Palmer""]]",2
Q6096029,"[[""Ivan Cacchioli"", ""instance of"", ""human""], [""Parma"", ""instance of"", ""sports team""], [""Ivan Cacchioli"", ""member of sports team"", ""Parma""]]",2
Q6096719,"[[""Ivan Krsti\u0192\u00e1"", ""instance of"", ""human""], [""Ivan Krsti\u0192\u00e1"", ""occupation"", ""Employee""], [""Apple Inc."", ""instance of"", ""company""], [""Ivan Krsti\u0192\u00e1"", ""employer"", ""Apple Inc.""]]",3
Q60970,"[[""Sakis Rouvas"", ""instance of"", ""human""], [""Katia Zygouli"", ""instance of"", ""human""], [""3 July 2017"", ""instance of"", ""date""], [""Monday"", ""instance of"", ""day of the week""], [""Sakis Rouvas"", ""spouse"", ""Katia Zygouli""], [""Sakis Rouvas"", ""date of birth"", ""3 July 2017""]]",3
Q6097177,"[[""Ivan Pedrelli"", ""instance of"", ""human""], [""Benevento Calcio"", ""instance of"", ""sports team""], [""Vincenzo Sgambato"", ""instance of"", ""human""], [""Foggia"", ""instance of"", ""sports team""], [""Ivan Pedrelli"", ""member of sports team"", ""Benevento Calcio""], [""Vincenzo Sgambato"", ""member of sports team"", ""Foggia""]]",2
Q609801,"[[""Thomas Rogne"", ""instance of"", ""human""], [""Ada Hegerberg"", ""instance of"", ""human""], [""Celtic"", ""instance of"", ""sports team""], [""Wigan"", ""instance of"", ""sports team""], [""Thomas Rogne"", ""member of sports team"", ""Celtic""], [""Thomas Rogne"", ""member of sports team"", ""Wigan""], [""Thomas Rogne"", ""spouse"", ""Ada Hegerberg""]]",2
Q60984439,"[[""Mark L. Mayer"", ""instance of"", ""human""], [""Fellow of the Royal Society"", ""instance of"", ""award""], [""Mark L. Mayer"", ""award received"", ""Fellow of the Royal Society""]]",3
Q6098615,"[[""Ive Sulentic"", ""instance of"", ""human""], [""Vancouver Whitecaps"", ""instance of"", ""sports team""], [""Croatia S."", ""instance of"", ""sports team""], [""Ive Sulentic"", ""member of sports team"", ""Vancouver Whitecaps""], [""Ive Sulentic"", ""member of sports team"", ""Croatia S.""]]",2
Q60991,"[[""Heinrich Lehmann-Willenbrock"", ""instance of"", ""human""], [""Officer Candidate"", ""instance of"", ""occupation""], [""Heinrich Lehmann-Willenbrock"", ""occupation"", ""Officer Candidate""], [""Reichsmarine"", ""instance of"", ""military branch""], [""Heinrich Lehmann-Willenbrock"", ""military branch"", ""Reichsmarine""], [""Weimar Republic"", ""instance of"", ""sovereign state""], [""Heinrich Lehmann-Willenbrock"", ""country of citizenship"", ""Weimar Republic""], [""Naval Infantry"", ""instance of"", ""educational institution""], [""Heinrich Lehmann-Willenbrock"", ""educated at"", ""Naval Infantry""]]",2
Q60991255,"[[""Claudine R\u221a\u2202hnisch"", ""instance of"", ""human""], [""Claudine"", ""instance of"", ""given name""], [""Claudine R\u221a\u2202hnisch"", ""given name"", ""Claudine""], [""R\u221a\u2202hnisch"", ""instance of"", ""family name""], [""Claudine R\u221a\u2202hnisch"", ""family name"", ""R\u221a\u2202hnisch""], [""Florence Nightingale Medal"", ""instance of"", ""award""], [""Claudine R\u221a\u2202hnisch"", ""award received"", ""Florence Nightingale Medal""]]",2
Q61001,"[[""Erich Topp"", ""instance of"", ""human""], [""Reichsmarine"", ""instance of"", ""military branch""], [""Erich Topp"", ""military branch"", ""Reichsmarine""], [""Flottillenadmiral"", ""instance of"", ""military rank""], [""Erich Topp"", ""military rank"", ""Flottillenadmiral""], [""Fregattenkapit\u221a\u00a7n"", ""instance of"", ""military rank""], [""Erich Topp"", ""military rank"", ""Fregattenkapit\u221a\u00a7n""], [""Adjutant"", ""instance of"", ""military rank""], [""Erich Topp"", ""military rank"", ""Adjutant""], [""Karlsruhe"", ""instance of"", ""ship""], [""Erich Topp"", ""member of the crew of"", ""Karlsruhe""], [""Naval Academy M\u221a\u00barwik"", ""instance of"", ""educational institution""], [""Erich Topp"", ""educated at"", ""Naval Academy M\u221a\u00barwik""], [""Crew 34"", ""instance of"", ""military unit""], [""Erich Topp"", ""member of the crew of"", ""Crew 34""]]",2
Q61005008,"[[""Carrie Chase Davis"", ""instance of"", ""human""], [""Carrie Chase Davis"", ""educated at"", ""Q84966""], [""Howard University College of Medicine"", ""instance of"", ""educational institution""]]",3
Q610249,"[[""Pat Heard"", ""instance of"", ""human""], [""Middlesbrough"", ""instance of"", ""sports team""], [""Sheffield Wednesday"", ""instance of"", ""sports team""], [""Second Division"", ""instance of"", ""sports competition""], [""Aston Villa"", ""instance of"", ""sports team""], [""Pat Heard"", ""member of sports team"", ""Middlesbrough""], [""Pat Heard"", ""member of sports team"", ""Sheffield Wednesday""], [""Pat Heard"", ""member of sports team"", ""Aston Villa""], [""Football"", ""instance of"", ""sport""], [""Sheffield Wednesday"", ""sport"", ""Football""], [""Aston Villa"", ""sport"", ""Football""]]",3
Q61050992,"[[""Adele Ferguson"", ""instance of"", ""human""], [""Deb Masters"", ""instance of"", ""human""], [""Mario Christodoulou"", ""instance of"", ""human""], [""Gold Walkley award"", ""instance of"", ""award""], [""Commonwealth Bank"", ""instance of"", ""bank""], [""Adele Ferguson"", ""award received"", ""Gold Walkley award""], [""Deb Masters"", ""award received"", ""Gold Walkley award""], [""Mario Christodoulou"", ""award received"", ""Gold Walkley award""]]",3
Q61058575,"[[""Anne Lise \u00d8dn\u00f8y"", ""instance of"", ""human""], [""Stavanger Cathedral"", ""instance of"", ""sacred architecture""], [""Anne Lise \u00d8dn\u00f8y"", ""position held"", ""provost""], [""Anne Lise \u00d8dn\u00f8y"", ""position held"", ""bishop""], [""Anne Lise \u00d8dn\u00f8y"", ""religion or worldview"", ""Christianity""]]",3
Q6106404,"[[""J. M. Gordon"", ""instance of"", ""human""], [""J. M. Gordon"", ""occupation"", ""member of the chorus""], [""J. M. Gordon"", ""employer"", ""D'Oyly Carte Opera Company touring companies""], [""Patience"", ""instance of"", ""Gilbert and Sullivan's work""], [""1883"", ""instance of"", ""year""]]",3
Q61071,"[[""Walter Gropius"", ""instance of"", ""human""], [""Alma Mahler"", ""instance of"", ""human""], [""Gustav Mahler"", ""instance of"", ""human""], [""1915"", ""instance of"", ""year""], [""Walter Gropius"", ""spouse"", ""Alma Mahler""], [""Alma Mahler"", ""spouse"", ""Walter Gropius""], [""Alma Mahler"", ""spouse"", ""Gustav Mahler""]]",3
Q610788,"[[""Ant\u00f3nio Costa"", ""instance of"", ""human""], [""Jos\u00e9 S\u00f3crates"", ""instance of"", ""human""], [""Minister of State and Internal Administration"", ""instance of"", ""position""], [""MEP"", ""instance of"", ""position""], [""Ant\u00f3nio Costa"", ""position held"", ""Minister of State and Internal Administration""], [""Ant\u00f3nio Costa"", ""position held"", ""MEP""]]",3
Q61082,"[[""Karl August Wittfogel"", ""instance of"", ""human""], [""Independent Social Democratic Party of Germany"", ""instance of"", ""political party""], [""L\u221a\u00baneburg local of the Independent Social Democratic Party of Germany"", ""instance of"", ""organization""], [""Karl August Wittfogel"", ""employer"", ""L\u221a\u00baneburg local of the Independent Social Democratic Party of Germany""], [""Karl August Wittfogel"", ""member of political party"", ""Independent Social Democratic Party of Germany""]]",1
Q610850,"[[""Nicola Pavarini"", ""instance of"", ""human""], [""Siena"", ""instance of"", ""sports team""], [""Antonio Mirante"", ""instance of"", ""human""], [""Marco Fortin"", ""instance of"", ""human""], [""Parma"", ""instance of"", ""sports team""], [""Luca Bucci"", ""instance of"", ""human""], [""Nicola Pavarini"", ""member of sports team"", ""Siena""], [""Nicola Pavarini"", ""member of sports team"", ""Parma""], [""Antonio Mirante"", ""member of sports team"", ""Siena""], [""Marco Fortin"", ""member of sports team"", ""Siena""], [""Luca Bucci"", ""member of sports team"", ""Parma""]]",1
Q610855,"[[""Felipe dal Belo"", ""instance of"", ""human""], [""Siena"", ""instance of"", ""sports team""], [""Felipe dal Belo"", ""member of sports team"", ""Siena""], [""Felipe dal Belo"", ""work period (start)"", ""21 August 2012""]]",3
Q610867,"[[""Danny Fox"", ""instance of"", ""human""], [""Celtic"", ""instance of"", ""sports team""], [""Everton"", ""instance of"", ""sports team""], [""Southampton"", ""instance of"", ""sports team""], [""Burnley"", ""instance of"", ""sports team""], [""Nottingham Forest"", ""instance of"", ""sports team""], [""Danny Fox"", ""member of sports team"", ""Celtic""], [""Danny Fox"", ""member of sports team"", ""Everton""], [""Danny Fox"", ""member of sports team"", ""Southampton""], [""Danny Fox"", ""member of sports team"", ""Burnley""], [""Danny Fox"", ""member of sports team"", ""Nottingham Forest""], [""2009-07-24"", ""instance of"", ""date""], [""2004-10"", ""instance of"", ""date""], [""2011-08-11"", ""instance of"", ""date""], [""2010-01-29"", ""instance of"", ""date""], [""2014-01-30"", ""instance of"", ""date""], [""Danny Fox"", ""work period (start)"", ""2009-07-24""], [""Danny Fox"", ""work period (start)"", ""2004-10""], [""Danny Fox"", ""work period (start)"", ""2011-08-11""], [""Danny Fox"", ""work period (start)"", ""2010-01-29""], [""Danny Fox"", ""work period (start)"", ""2014-01-30""]]",2
Q611056,"[[""Simone Confalone"", ""instance of"", ""human""], [""Ternana Calcio"", ""instance of"", ""sports team""], [""Imola"", ""instance of"", ""sports team""], [""San Marino Calcio"", ""instance of"", ""sports team""], [""Simone Confalone"", ""member of sports team"", ""Ternana Calcio""], [""Simone Confalone"", ""member of sports team"", ""Imola""], [""Simone Confalone"", ""member of sports team"", ""San Marino Calcio""]]",2
Q6111158,"[[""Jack Barnes"", ""instance of"", ""human""], [""Jack Barnes"", ""member of sports team"", ""York City""], [""Jack Barnes"", ""member of sports team"", ""Watford""], [""Jack Barnes"", ""member of sports team"", ""Coventry City""], [""Neil McBain"", ""instance of"", ""human""], [""Watford"", ""instance of"", ""sports team""], [""Coventry City"", ""instance of"", ""sports team""], [""York City"", ""instance of"", ""sports team""], [""Neil McBain"", ""occupation"", ""soccer manager""], [""professional football"", ""instance of"", ""occupation""], [""foot injury"", ""instance of"", ""medical condition""], [""manager"", ""instance of"", ""occupation""]]",3
Q611116,"[[""Lorenzo Crisetig"", ""instance of"", ""human""], [""Cagliari Calcio"", ""instance of"", ""sports team""], [""11 July 2014"", ""instance of"", ""date""], [""Lorenzo Crisetig"", ""member of sports team"", ""Cagliari Calcio""], [""Lorenzo Crisetig"", ""work period (start)"", ""11 July 2014""]]",1
Q6111740,"[[""Jack Collins"", ""instance of"", ""human""], [""Betsy Collins"", ""instance of"", ""human""], [""Pittsgrove Township"", ""instance of"", ""geographic location""], [""Jack Collins"", ""residence"", ""Pittsgrove Township""], [""Betsy Collins"", ""residence"", ""Pittsgrove Township""]]",1
Q6112322,"[[""Jack Elkes"", ""instance of"", ""human""], [""Jack Elkes"", ""occupation"", ""football player""], [""Jack Elkes"", ""member of sports team"", ""Birmingham""], [""Birmingham"", ""instance of"", ""sports team""], [""Jack Elkes"", ""member of sports team"", ""Wellington Town""], [""Wellington Town"", ""instance of"", ""sports team""], [""Jack Elkes"", ""member of sports team"", ""Stalybridge Celtic""], [""Stalybridge Celtic"", ""instance of"", ""sports team""]]",3
Q6112355,"[[""Jack English"", ""instance of"", ""human""], [""Blades"", ""instance of"", ""sports team""], [""Darlington"", ""instance of"", ""sports team""], [""Jack English"", ""member of sports team"", ""Blades""], [""Jack English"", ""member of sports team"", ""Darlington""], [""Jack"", ""instance of"", ""given name""], [""English"", ""instance of"", ""family name""], [""Jack English"", ""given name"", ""Jack""], [""Jack English"", ""family name"", ""English""]]",3
Q611240,"[[""Simone Sini"", ""instance of"", ""human""], [""Virtus Entella"", ""instance of"", ""sports team""], [""Simone Sini"", ""member of sports team"", ""Virtus Entella""]]",3
Q6112564,"[[""Jack Foster"", ""instance of"", ""human""], [""Southampton"", ""instance of"", ""sports team""], [""Frank Costello"", ""instance of"", ""human""], [""Jack Foster"", ""member of sports team"", ""Southampton""]]",3
Q6112720,"[[""Jack Gilpin"", ""instance of"", ""human""], [""Jack Gilpin"", ""occupation"", ""priest""], [""Jack Gilpin"", ""religion or worldview"", ""Episcopal Church""]]",3
Q6113105,"[[""Jack Hillman"", ""instance of"", ""human""], [""Turf Moor"", ""instance of"", ""geographic location""], [""Everton"", ""instance of"", ""sports team""], [""Manchester City"", ""instance of"", ""sports team""], [""Notts County"", ""instance of"", ""sports team""], [""Jack Hillman"", ""member of sports team"", ""Everton""], [""Jack Hillman"", ""member of sports team"", ""Manchester City""]]",3
Q6113437,"[[""Jack Kendall"", ""instance of"", ""human""], [""Jack Kendall"", ""member of sports team"", ""Peterborough United""], [""Jack Kendall"", ""member of sports team"", ""Lincoln""], [""Len Hill"", ""instance of"", ""human""], [""Peterborough United"", ""instance of"", ""sports team""], [""Lincoln"", ""instance of"", ""sports team""]]",3
Q6113547,"[[""Jack L. Jones"", ""instance of"", ""human""], [""May 1894"", ""instance of"", ""date""], [""Sheffield United"", ""instance of"", ""sports team""], [""Sheffield United Cricket Club"", ""instance of"", ""sports team""], [""Jack L. Jones"", ""member of sports team"", ""Sheffield United""], [""Jack L. Jones"", ""member of sports team"", ""Sheffield United Cricket Club""]]",3
Q6113800,"[[""Jack M. Wilson"", ""instance of"", ""human""], [""AAPT"", ""instance of"", ""organization""], [""Rensselaer Polytechnic Institute"", ""instance of"", ""educational institution""], [""Jack M. Wilson"", ""employer"", ""AAPT""], [""Jack M. Wilson"", ""employer"", ""Rensselaer Polytechnic Institute""]]",3
Q6114047,"[[""Jack McNee"", ""instance of"", ""human""], [""Fulham"", ""instance of"", ""sports team""], [""Jack McNee"", ""member of sports team"", ""Fulham""], [""August 1901"", ""instance of"", ""date""], [""Southern League Division Two"", ""instance of"", ""sports league""]]",3
Q6114180,"[[""Jack Moran"", ""instance of"", ""human""], [""Mansfield Town"", ""instance of"", ""sports team""], [""Jack Moran"", ""member of sports team"", ""Mansfield Town""]]",2
Q6114305,"[[""Jack Newfield"", ""instance of"", ""human""], [""American journalism George Polk Award"", ""instance of"", ""award""], [""Jack Newfield"", ""award received"", ""American journalism George Polk Award""]]",2
Q6114577,"[[""Jack Perkins"", ""instance of"", ""human""], [""Case Western Reserve University"", ""instance of"", ""educational institution""], [""Jack Perkins"", ""educated at"", ""Case Western Reserve University""], [""Jack Perkins"", ""country of citizenship"", ""United States""]]",3
Q6114583,"[[""Jack Perrin"", ""instance of"", ""human""], [""Josephine Hill"", ""instance of"", ""human""], [""Jack Perrin"", ""spouse"", ""Josephine Hill""], [""Josephine Hill"", ""spouse"", ""Jack Perrin""]]",2
Q6114706,"[[""Jack Quinn"", ""instance of"", ""human""], [""Siena College"", ""instance of"", ""educational institution""], [""State University of New York at Buffalo"", ""instance of"", ""educational institution""], [""Jack Quinn"", ""educated at"", ""Siena College""], [""Jack Quinn"", ""educated at"", ""State University of New York at Buffalo""]]",2
Q611501,"[[""Tommaso Berni"", ""instance of"", ""human""], [""Serie A"", ""instance of"", ""sports team""], [""Sampdoria"", ""instance of"", ""sports team""], [""Braga"", ""instance of"", ""sports team""], [""Lazio"", ""instance of"", ""sports team""], [""Tommaso Berni"", ""member of sports team"", ""Sampdoria""], [""Tommaso Berni"", ""member of sports team"", ""Braga""], [""Tommaso Berni"", ""member of sports team"", ""Lazio""]]",3
Q61159,"[[""Paul Josef Cordes"", ""instance of"", ""human""], [""Paul Josef Cordes"", ""position held"", ""President of the Pontifical Council Cor Unum""], [""President of the Pontifical Council Cor Unum"", ""instance of"", ""position""], [""Paul Josef Cordes"", ""occupation"", ""cardinal""], [""cardinal"", ""instance of"", ""Catholic vocation""], [""Paul Josef Cordes"", ""educated at"", ""Pontifical Council Cor Unum""], [""Pontifical Council Cor Unum"", ""instance of"", ""educational institution""]]",3
Q6116323,"[[""Jackie Fahey"", ""instance of"", ""human""], [""Fianna F\u221a\u00b0il"", ""instance of"", ""political party""], [""Tipperary South constituency"", ""instance of"", ""geographic entity""], [""D\u221a\u00b0il \u221a\u00e2ireann"", ""instance of"", ""political territorial entity""], [""1965 general election"", ""instance of"", ""election""], [""Jackie Fahey"", ""member of political party"", ""Fianna F\u221a\u00b0il""], [""Jackie Fahey"", ""position held"", ""Teachta D\u221a\u00b0la""], [""Jackie Fahey"", ""country of citizenship"", ""Ireland""]]",3
Q6116383,"[[""Jackie Guerrido"", ""instance of"", ""human""], [""Don Omar"", ""instance of"", ""human""], [""Puerto Rico"", ""instance of"", ""sovereign state""], [""Jackie Guerrido"", ""spouse"", ""Don Omar""], [""Don Omar"", ""spouse"", ""Jackie Guerrido""]]",3
Q6116410,"[[""Jackie Hoffman"", ""instance of"", ""human""], [""Jackie Hoffman"", ""award received"", ""2003 Theatre World Award""], [""2003 Theatre World Award"", ""instance of"", ""award""]]",1
Q6120122,"[[""Jacqueline Jones"", ""instance of"", ""human""], [""July 1999"", ""instance of"", ""date""], [""MacArthur Fellowship"", ""instance of"", ""award""], [""Jacqueline Jones"", ""award received"", ""MacArthur Fellowship""]]",3
Q6120333,"[[""Jacques-Louis Potgieter"", ""instance of"", ""human""], [""Cheetahs"", ""instance of"", ""sports team""], [""Bulls"", ""instance of"", ""sports team""], [""2008"", ""instance of"", ""year""], [""2009"", ""instance of"", ""year""], [""2010"", ""instance of"", ""year""], [""Jacques-Louis Potgieter"", ""member of sports team"", ""Cheetahs""], [""Jacques-Louis Potgieter"", ""member of sports team"", ""Bulls""]]",3
Q612077,"[[""Ant\u00f3nio da Silva"", ""instance of"", ""human""], [""Ant\u00f3nio da Silva"", ""work period (start)"", ""1997""], [""Eintracht Frankfurt"", ""instance of"", ""sports team""], [""Ant\u00f3nio da Silva"", ""member of sports team"", ""Eintracht Frankfurt""]]",3
Q61219,"[[""Fredi Bobic"", ""instance of"", ""human""], [""Fredi Bobic"", ""member of sports team"", ""Borussia Dortmund""], [""Borussia Dortmund"", ""instance of"", ""sports team""]]",2
Q61225,"[[""Markus Babbel"", ""instance of"", ""human""], [""Bayern Munich"", ""instance of"", ""sports team""], [""Manchester United"", ""instance of"", ""sports team""], [""Hamburger SV"", ""instance of"", ""sports team""], [""UEFA Euro 1996"", ""instance of"", ""sporting event""], [""Germany's top-flight"", ""instance of"", ""sports organization""], [""Markus Babbel"", ""member of sports team"", ""Bayern Munich""], [""Bayern Munich"", ""league"", ""Germany's top-flight""], [""Markus Babbel"", ""member of sports team"", ""Hamburger SV""], [""Hamburger SV"", ""league"", ""Germany's top-flight""], [""Markus Babbel"", ""participant in"", ""UEFA Euro 1996""], [""Markus Babbel"", ""number of matches played/races/starts"", 167]]",3
Q6124055,"[[""Jainendra Kumar"", ""instance of"", ""human""], [""Padma Bhushan"", ""instance of"", ""award""], [""Jainendra Kumar"", ""award received"", ""Padma Bhushan""]]",2
Q612410,"[[""C. Vann Woodward"", ""instance of"", ""human""], [""Columbia University"", ""instance of"", ""educational institution""], [""Emory University"", ""instance of"", ""educational institution""], [""C. Vann Woodward"", ""educated at"", ""Columbia University""], [""C. Vann Woodward"", ""educated at"", ""Emory University""], [""C. Vann Woodward"", ""employer"", ""Emory University""]]",1
Q6125013,"[[""Michelle Chen"", ""instance of"", ""human""], [""Chen Xiao"", ""instance of"", ""human""], [""Michelle Chen"", ""spouse"", ""Chen Xiao""], [""Chen Xiao"", ""spouse"", ""Michelle Chen""]]",2
Q6125267,"[[""Sergi Darder"", ""instance of"", ""human""], [""30 August 2015"", ""instance of"", ""date""], [""Olympique Lyonnais"", ""instance of"", ""sports team""], [""Sergi Darder"", ""member of sports team"", ""Olympique Lyonnais""], [""Sergi Darder"", ""work period (start)"", ""30 August 2015""], [""Darder"", ""instance of"", ""family name""], [""Sergi Darder"", ""family name"", ""Darder""]]",2
Q6125490,"[[""Sergio Jadue"", ""instance of"", ""human""], [""ANFP"", ""instance of"", ""professional name""], [""president of ANFP"", ""instance of"", ""position""], [""Sergio Jadue"", ""position held"", ""president of ANFP""]]",3
Q61260,"[[""Gustaf Gr\\u221a\\u00bandgens"", ""instance of"", ""human""], [""Erika Mann"", ""instance of"", ""human""], [""Gustaf Gr\\u221a\\u00bandgens"", ""spouse"", ""Erika Mann""], [""Erika Mann"", ""spouse"", ""Gustaf Gr\\u221a\\u00bandgens""]]",2
