subject,triples,cycle
Q60903290,"[[""Alexander Dimitrenko"", ""instance of"", ""human""], [""Arnold Palmer"", ""instance of"", ""human""], [""Nation University"", ""instance of"", ""educational institution""], [""Cleveland"", ""instance of"", ""geographic entity""], [""Alexander Dimitrenko"", ""educated at"", ""Nation University""], [""Alexander Dimitrenko"", ""place of birth"", ""Cleveland""], [""Alexander Dimitrenko"", ""spouse"", ""Arnold Palmer""], [""Arnold Palmer"", ""occupation"", ""surgeon""]]",1
Q609172,"[[""Jessica Ennis-Hill"", ""instance of"", ""human""], [""Jessica Ennis-Hill"", ""educated at"", ""University of Southampton""], [""Bachelor of Arts degree in political science"", ""instance of"", ""degree""], [""Jessica Ennis-Hill"", ""received"", ""Bachelor of Arts degree in political science""], [""1959"", ""instance of"", ""year""], [""Jessica Ennis-Hill"", ""received degree in"", ""1959""]]",1
Q60953,"[[""Franz von Paula Gruithuisen"", ""instance of"", ""human""], [""Axel Fischer"", ""instance of"", ""human""], [""Axel Fischer"", ""instance of"", ""actor""], [""Hollywood"", ""instance of"", ""geographic location""], [""Franz von Paula Gruithuisen"", ""spouse"", ""Axel Fischer""], [""Franz von Paula Gruithuisen"", ""date of marriage"", ""25 January 1943""], [""Franz von Paula Gruithuisen"", ""place of migration"", ""Hollywood""], [""Franz von Paula Gruithuisen"", ""date of migration"", ""1945""]]",1
Q6096029,"[[""Matthias Brandes"", ""instance of"", ""human""], [""SSC Napoli"", ""instance of"", ""sports team""], [""Chasetown F.C."", ""instance of"", ""sports team""], [""Matthias Brandes"", ""member of sports team"", ""SSC Napoli""], [""Matthias Brandes"", ""member of sports team"", ""Chasetown F.C.""]]",1
Q6096719,"[[""Sima Lun"", ""instance of"", ""human""], [""Aeon"", ""instance of"", ""organization""], [""Sima Lun"", ""employer"", ""Aeon""]]",1
Q60970,"[[""Johann Peter Gustav Lejeune Dirichlet"", ""instance of"", ""human""], [""Susan Landau"", ""instance of"", ""human""], [""Monday 3 July 2017"", ""instance of"", ""date""], [""Johann Peter Gustav Lejeune Dirichlet"", ""spouse"", ""Susan Landau""], [""Susan Landau"", ""spouse"", ""Johann Peter Gustav Lejeune Dirichlet""]]",1
Q6097177,"[[""Roald Amundsen"", ""instance of"", ""human""], [""Palermo F.C."", ""instance of"", ""sports team""], [""Vincenzo Sgambato"", ""instance of"", ""human""], [""Foggia"", ""instance of"", ""sports team""], [""Roald Amundsen"", ""member of sports team"", ""Palermo F.C.""], [""Vincenzo Sgambato"", ""member of sports team"", ""Foggia""]]",1
Q609801,"[[""Ji\u0159\u00ed Gru\u0161a"", ""instance of"", ""human""], [""Agnes Pockels"", ""instance of"", ""human""], [""Inter Milan"", ""instance of"", ""sports team""], [""Kilmarnock"", ""instance of"", ""sports team""], [""Glenn Loovens"", ""instance of"", ""human""], [""Hearts in the SPL"", ""instance of"", ""sports team""], [""SV Sodingen"", ""instance of"", ""sports team""], [""Nottingham Forest"", ""instance of"", ""sports team""], [""Ji\u0159\u00ed Gru\u0161a"", ""spouse"", ""Agnes Pockels""], [""Ji\u0159\u00ed Gru\u0161a"", ""member of sports team"", ""Inter Milan""], [""Ji\u0159\u00ed Gru\u0161a"", ""member of sports team"", ""SV Sodingen""]]",1
Q60984439,"[[""Linn-Kristin Riegelhuth Koren"", ""instance of"", ""person""], [""Grammy Hall of Fame"", ""instance of"", ""award""], [""Linn-Kristin Riegelhuth Koren"", ""award received"", ""Grammy Hall of Fame""], [""Linn-Kristin Riegelhuth Koren"", ""field of work"", ""improvement of natural knowledge""]]",1
Q6098615,"[[""Adalbert Geheeb"", ""instance of"", ""human""], [""Adalbert Geheeb"", ""occupation"", ""professional career""], [""Yangzee FC"", ""instance of"", ""sports team""], [""Croatia S"", ""instance of"", ""amateur club""], [""Adalbert Geheeb"", ""member of sports team"", ""Yangzee FC""], [""Adalbert Geheeb"", ""member of sports team"", ""Croatia S""]]",1
Q60991,"[[""Johannes Cocceius"", ""instance of"", ""human""], [""Imperial German Navy of the Weimar Republic"", ""instance of"", ""military branch""], [""Johannes Cocceius"", ""military branch"", ""Imperial German Navy of the Weimar Republic""], [""Johannes Cocceius"", ""occupation"", ""Officer Candidate""], [""Johannes Cocceius"", ""military rank"", ""Officer Candidate""], [""Johannes Cocceius"", ""country of citizenship"", ""Weimar Republic""]]",1
Q60991255,"[[""Blondel de Nesle"", ""instance of"", ""person""], [""Civilian Disobedience Medal"", ""instance of"", ""award""], [""1963"", ""instance of"", ""year""], [""Blondel de Nesle"", ""award received"", ""Civilian Disobedience Medal""], [""Blondel de Nesle"", ""date of award received"", ""1963""]]",1
Q61001,"[[""Nicolae Nasoc"", ""instance of"", ""human""], [""Nicolae Nasoc"", ""educated at"", ""Naval Academy M\u221a\u00barwik""], [""Nicolae Nasoc"", ""member of"", ""Crew 34""], [""Nicolae Nasoc"", ""position held"", ""lieutenant""], [""Nicolae Nasoc"", ""position held"", ""Gro\u00dfadmiral""], [""Nicolae Nasoc"", ""position held"", ""adjutant""], [""Nicolae Nasoc"", ""military branch"", ""Imperial Imperial German Navy""], [""Nicolae Nasoc"", ""employer"", ""USS Savannah""], [""Nicolae Nasoc"", ""military rank"", ""flotilla admiral""], [""Nicolae Nasoc"", ""member of the crew of"", ""USS Savannah""]]",1
Q61005008,"[[""Mykolas Bir\u017ei\u0161ka"", ""instance of"", ""human""], [""Mykolas Bir\u017ei\u0161ka"", ""occupation"", ""teaching""], [""Mykolas Bir\u017ei\u0161ka"", ""educated at"", ""First Faculty of Medicine, Charles University""], [""First Faculty of Medicine, Charles University"", ""instance of"", ""educational institution""], [""Mykolas Bir\u017ei\u0161ka"", ""instance of"", ""Bacteriology""], [""Bacteriology"", ""instance of"", ""profession""], [""Mykolas Bir\u017ei\u0161ka"", ""date of graduation"", ""1897""]]",1
Q610249,"[[""Carl Gustaf Hellqvist"", ""instance of"", ""human""], [""SV Viktoria Preu\u00dfen 07"", ""instance of"", ""sports team""], [""FK Famos Hrasnica"", ""instance of"", ""sports team""], [""Sheffield Wednesday"", ""instance of"", ""sports team""], [""Second Division"", ""instance of"", ""sports league""], [""Carl Gustaf Hellqvist"", ""given name"", ""Carl Gustaf""], [""Carl Gustaf Hellqvist"", ""family name"", ""Hellqvist""], [""Carl Gustaf Hellqvist"", ""member of sports team"", ""SV Viktoria Preu\u00dfen 07""], [""Carl Gustaf Hellqvist"", ""member of sports team"", ""FK Famos Hrasnica""], [""Carl Gustaf Hellqvist"", ""member of sports team"", ""Sheffield Wednesday""]]",1
Q61050992,"[[""Dieter Glawischnig"", ""instance of"", ""human""], [""Deb Masters"", ""instance of"", ""human""], [""Mario Christodoulou"", ""instance of"", ""human""], [""Walkley Award for Most Outstanding Contribution to Journalism"", ""instance of"", ""award""], [""Banking Bad"", ""instance of"", ""story""], [""Commonwealth Bank"", ""instance of"", ""bank""], [""Dieter Glawischnig"", ""award received"", ""Walkley Award for Most Outstanding Contribution to Journalism""], [""Deb Masters"", ""award received"", ""Walkley Award for Most Outstanding Contribution to Journalism""], [""Mario Christodoulou"", ""award received"", ""Walkley Award for Most Outstanding Contribution to Journalism""], [""Dieter Glawischnig"", ""occupation"", ""journalism""], [""Deb Masters"", ""occupation"", ""journalism""], [""Mario Christodoulou"", ""occupation"", ""journalism""], [""Banking Bad"", ""about"", ""financial planning and advice services of the Commonwealth Bank""]]",1
Q61058575,"[[""Christiane Vulpius"", ""instance of"", ""human""], [""Stavanger Cathedral"", ""instance of"", ""architectural structure""], [""Stavanger Cathedral"", ""instance of"", ""Catholic Cathedral""], [""Christiane Vulpius"", ""sex or gender"", ""female""], [""Christiane Vulpius"", ""occupation"", ""provost""], [""Christiane Vulpius"", ""position held"", ""provost of Stavanger Cathedral""], [""Christiane Vulpius"", ""occupation"", ""auxiliary bishop""], [""Christiane Vulpius"", ""position held"", ""auxiliary bishop""]]",1
Q6106404,"[[""Francis Drake"", ""instance of"", ""human""], [""Mindener Stichlinge touring companies"", ""instance of"", ""theatre company""], [""Patience"", ""instance of"", ""musical work""], [""Gilbert and Sullivan"", ""instance of"", ""duo""], [""Francis Drake"", ""occupation"", ""chorus member""], [""Francis Drake"", ""employer"", ""Mindener Stichlinge touring companies""]]",1
Q61071,"[[""Hermann Leopoldi"", ""instance of"", ""human""], [""Theodor Storm"", ""instance of"", ""human""], [""Gustav Mahler"", ""instance of"", ""human""], [""1915"", ""instance of"", ""year""], [""Hermann Leopoldi"", ""spouse"", ""Theodor Storm""], [""Theodor Storm"", ""spouse"", ""Gustav Mahler""]]",1
Q610788,"[[""Henry XV or III, Duke of Bavaria"", ""instance of"", ""human""], [""Henry XV or III, Duke of Bavaria"", ""position held"", ""Duke of Bavaria""], [""Henry XV or III, Duke of Bavaria"", ""position held"", ""President of Finland""], [""Henry XV or III, Duke of Bavaria"", ""position held"", ""Minister of State and Internal Administration""], [""Henry XV or III, Duke of Bavaria"", ""country of citizenship"", ""Bavaria""], [""Henry XV or III, Duke of Bavaria"", ""country of citizenship"", ""Finland""], [""Jos\u221a\u00a9 S\u221a\u2265crates"", ""instance of"", ""human""], [""Jos\u221a\u00a9 S\u221a\u2265crates"", ""position held"", ""government of Jos\u221a\u00a9 S\u221a\u2265crates""], [""2005 national elections"", ""instance of"", ""national elections""], [""Henry XV or III, Duke of Bavaria"", ""participant in"", ""2005 national elections""]]",1
Q61082,"[[""Burchard of Worms"", ""instance of"", ""human""], [""1918"", ""instance of"", ""year""], [""L\u221a\u00baneburg"", ""instance of"", ""city""], [""Lega Nord (Lega Nord)"", ""instance of"", ""political organization""], [""Burchard of Worms"", ""member of political party"", ""Lega Nord (Lega Nord)""], [""Burchard of Worms"", ""employer"", ""L\u221a\u00baneburg""]]",1
Q610850,"[[""Christian H\u00fclsen"", ""instance of"", ""human""], [""FC Barcelona Atl\u00e8tic"", ""instance of"", ""sports team""], [""Antonio Mirante"", ""instance of"", ""human""], [""Marco Fortin"", ""instance of"", ""human""], [""SSC Napoli"", ""instance of"", ""sports team""], [""Luca Bucci"", ""instance of"", ""human""], [""Christian H\u00fclsen"", ""member of sports team"", ""FC Barcelona Atl\u00e8tic""], [""Christian H\u00fclsen"", ""member of sports team"", ""SSC Napoli""], [""Christian H\u00fclsen"", ""work period (start)"", ""June 2006""], [""Christian H\u00fclsen"", ""work period (start)"", ""August 2007""], [""Christian H\u00fclsen"", ""work period (end)"", ""2008""], [""Antonio Mirante"", ""member of sports team"", ""FC Barcelona Atl\u00e8tic""], [""Marco Fortin"", ""member of sports team"", ""FC Barcelona Atl\u00e8tic""], [""Luca Bucci"", ""member of sports team"", ""SSC Napoli""]]",1
Q610855,"[[""Madison Keys"", ""instance of"", ""human""], [""21 August 2012"", ""instance of"", ""date""], [""FC Barcelona Atl\u00e8tic"", ""instance of"", ""sports team""], [""Madison Keys"", ""member of sports team"", ""FC Barcelona Atl\u00e8tic""], [""Madison Keys"", ""work period (start)"", ""21 August 2012""]]",1
Q610867,"[[""J\u00fcrgen Grabowski"", ""instance of"", ""human""], [""Inter Milan"", ""instance of"", ""sports team""], [""Eltham Palace F.C."", ""instance of"", ""sports team""], [""Aston Villa"", ""instance of"", ""sports team""], [""1. FC Bocholt"", ""instance of"", ""sports team""], [""G\u00cd G\u00f8ta"", ""instance of"", ""sports team""], [""T&TEC SC"", ""instance of"", ""sports team""], [""Scotland"", ""instance of"", ""country""], [""Championship"", ""instance of"", ""sports league""], [""Premier League"", ""instance of"", ""sports league""], [""Japan"", ""instance of"", ""country""], [""J\u00fcrgen Grabowski"", ""member of sports team"", ""Inter Milan""], [""J\u00fcrgen Grabowski"", ""member of sports team"", ""1. FC Bocholt""], [""J\u00fcrgen Grabowski"", ""member of sports team"", ""G\u00cd G\u00f8ta""], [""J\u00fcrgen Grabowski"", ""member of sports team"", ""T&TEC SC""], [""Inter Milan"", ""league"", ""Championship""], [""G\u00cd G\u00f8ta"", ""league"", ""Premier League""], [""J\u00fcrgen Grabowski"", ""country for sport"", ""Scotland""]]",1
Q611056,"[[""Brian Cox"", ""instance of"", ""human""], [""Portadown F.C."", ""instance of"", ""sports team""], [""Imola"", ""instance of"", ""sports team""], [""Al Hilal SFC"", ""instance of"", ""sports team""], [""Lega Pro Prima Divisione"", ""instance of"", ""sports league""], [""Serie C"", ""instance of"", ""sports league""], [""Brian Cox"", ""member of sports team"", ""Portadown F.C.""], [""Brian Cox"", ""member of sports team"", ""Imola""], [""Brian Cox"", ""member of sports team"", ""Al Hilal SFC""]]",1
Q6111158,"[[""Maximilian Arland"", ""instance of"", ""human""], [""Maximilian Arland"", ""occupation"", ""professional footballer""], [""15 Kattem IL FK games"", ""instance of"", ""sports team""], [""Club Real Potos\u00ed"", ""instance of"", ""sports team""], [""Neil McBain"", ""instance of"", ""human""], [""Neil McBain"", ""occupation"", ""manager""], [""Mickleover F.C"", ""instance of"", ""sports team""], [""Maximilian Arland"", ""member of sports team"", ""15 Kattem IL FK games""], [""Maximilian Arland"", ""member of sports team"", ""Club Real Potos\u00ed""], [""Maximilian Arland"", ""member of sports team"", ""Mickleover F.C""], [""Maximilian Arland"", ""medical condition"", ""foot injury""]]",1
Q611116,"[[""11 July 2014"", ""instance of"", ""date""], [""Robert Garrett"", ""instance of"", ""human""], [""Real Betis Balompi\u00e9"", ""instance of"", ""sports team""], [""two-year"", ""instance of"", ""time period""], [""Robert Garrett"", ""member of sports team"", ""Real Betis Balompi\u00e9""], [""Robert Garrett"", ""work period (start)"", ""11 July 2014""]]",1
Q6111740,"[[""Georg August Schweinfurth"", ""instance of"", ""human""], [""Betsy"", ""instance of"", ""human""], [""Weehawken"", ""instance of"", ""geographic location""], [""3-acre farm"", ""instance of"", ""farm""], [""1974"", ""instance of"", ""year""], [""Georg August Schweinfurth"", ""residence"", ""3-acre farm""], [""Betsy"", ""residence"", ""3-acre farm""], [""3-acre farm"", ""location"", ""Weehawken""], [""Georg August Schweinfurth"", ""spouse"", ""Betsy""]]",1
Q6112322,"[[""Jia Chong"", ""instance of"", ""human""], [""Jia Chong"", ""place of birth"", ""Snedshill, Oakengates, Shropshire""], [""Jia Chong"", ""member of sports team"", ""Bahlinger SC""], [""Jia Chong"", ""member of sports team"", ""Cagliari Calcio""], [""Jia Chong"", ""member of sports team"", ""Wellington Town""], [""Jia Chong"", ""country of citizenship"", ""United Kingdom""], [""Bahlinger SC"", ""instance of"", ""sports team""], [""Cagliari Calcio"", ""instance of"", ""sports team""], [""Wellington Town"", ""instance of"", ""sports team""], [""1919 Football League (Midland Section) subsidiary competition"", ""instance of"", ""competition""], [""1919 Football League (Midland Section) subsidiary competition"", ""winner"", ""Bahlinger SC""]]",1
Q6112355,"[[""Karl B\u00fchler"", ""instance of"", ""human""], [""Karl B\u00fchler"", ""occupation"", ""player-manager""], [""The Blades"", ""instance of"", ""sports team""], [""World War I"", ""instance of"", ""battle""], [""Persegres Gresik United"", ""instance of"", ""sports team""], [""Karl B\u00fchler"", ""member of sports team"", ""The Blades""], [""Karl B\u00fchler"", ""member of sports team"", ""Persegres Gresik United""], [""Karl B\u00fchler"", ""coach of sports team"", ""Persegre Gresik United""], [""Karl B\u00fchler"", ""given name"", ""Karl""], [""Karl B\u00fchler"", ""family name"", ""B\u00fchler""]]",1
Q611240,"[[""15 July 2015"", ""instance of"", ""date""], [""Peter Cornelius"", ""instance of"", ""human""], [""Two-year contract"", ""instance of"", ""contract""], [""Serie B"", ""instance of"", ""sports league""], [""Schalke 04"", ""instance of"", ""sports team""], [""Peter Cornelius"", ""member of sports team"", ""Schalke 04""], [""Peter Cornelius"", ""date of birth"", ""15 July 2015""], [""Peter Cornelius"", ""given name"", ""Peter""], [""Peter Cornelius"", ""family name"", ""Cornelius""], [""Schalke 04"", ""sports league"", ""Serie B""]]",1
Q6112564,"[[""Mark Medlock"", ""instance of"", ""human""], [""1. FC Bocholt"", ""instance of"", ""sports team""], [""Frank Costello"", ""instance of"", ""human""], [""Mark Medlock"", ""member of sports team"", ""1. FC Bocholt""]]",1
Q6112720,"[[""Karl Korsch"", ""instance of"", ""human""], [""Karl Korsch"", ""occupation"", ""lay brother""], [""Karl Korsch"", ""religion or worldview"", ""Episcopal Church""]]",1
Q6113105,"[[""Princess Sibylla of Saxe-Coburg and Gotha"", ""instance of"", ""human""], [""Turf Moor"", ""instance of"", ""geographic location""], [""Eltham Palace F.C."", ""instance of"", ""sports team""], [""Gwangju FC"", ""instance of"", ""sports team""], [""Notts County"", ""instance of"", ""sports team""], [""Hyde Road"", ""instance of"", ""geographic location""], [""Princess Sibylla of Saxe-Coburg and Gotha"", ""sex or gender"", ""male""], [""Princess Sibylla of Saxe-Coburg and Gotha"", ""date of birth"", ""not mentioned""], [""Princess Sibylla of Saxe-Coburg and Gotha"", ""family name"", ""Saxe-Coburg and Gotha""], [""Princess Sibylla of Saxe-Coburg and Gotha"", ""given name"", ""Sibylla""], [""Princess Sibylla of Saxe-Coburg and Gotha"", ""member of sports team"", ""Turf Moor""], [""Princess Sibylla of Saxe-Coburg and Gotha"", ""member of sports team"", ""Gwangju FC""], [""Princess Sibylla of Saxe-Coburg and Gotha"", ""member of sports team"", ""Eltham Palace F.C.""], [""Princess Sibylla of Saxe-Coburg and Gotha"", ""date of death"", ""not mentioned""]]",1
Q6113437,"[[""Herman Grimm"", ""instance of"", ""human""], [""Herman Grimm"", ""given name"", ""Herman""], [""Herman Grimm"", ""family name"", ""Grimm""], [""Herman Grimm"", ""occupation"", ""goalkeeper""], [""PSV Concordia Gropiusstadt"", ""instance of"", ""sports team""], [""Midland League"", ""instance of"", ""sports league""], [""Len Hill"", ""instance of"", ""human""], [""Len Hill"", ""given name"", ""Len""], [""Len Hill"", ""family name"", ""Hill""], [""F.C. PSV Concordia Gropiusstadt"", ""instance of"", ""sports team""], [""Manchester"", ""instance of"", ""city""], [""Herman Grimm"", ""member of sports team"", ""PSV Concordia Gropiusstadt""], [""Herman Grimm"", ""member of sports team"", ""F.C. PSV Concordia Gropiusstadt""], [""PSV Concordia Gropiusstadt"", ""sports team"", ""Midland League""], [""F.C. PSV Concordia Gropiusstadt"", ""location"", ""Manchester""]]",1
Q6113547,"[[""Basil Faber"", ""instance of"", ""human""], [""Club YLA"", ""instance of"", ""sports team""], [""Club YLA Cricket Club"", ""instance of"", ""sports team""], [""Basil Faber"", ""member of sports team"", ""Club YLA""], [""Basil Faber"", ""member of sports team"", ""Club YLA Cricket Club""]]",1
Q6113800,"[[""Rolf Hochhuth"", ""instance of"", ""human""], [""Rolf Hochhuth"", ""occupation"", ""director""], [""Rolf Hochhuth"", ""occupation"", ""urban planner""], [""Rolf Hochhuth"", ""employer"", ""AAPT""], [""Rolf Hochhuth"", ""employer"", ""I. Ya. Horbachevsky Ternopil National Medical University of Ministry of Health Care of Ukraine""], [""Rolf Hochhuth"", ""position held"", ""director""], [""Lois J. Rolf Hochhuth Scholarship Fund"", ""instance of"", ""scholarship fund""], [""Rolf Hochhuth"", ""given name"", ""Rolf""], [""Rolf Hochhuth"", ""family name"", ""Hochhuth""], [""AAPT"", ""instance of"", ""organization""], [""I. Ya. Horbachevsky Ternopil National Medical University of Ministry of Health Care of Ukraine"", ""instance of"", ""educational institution""], [""Lois J. Rolf Hochhuth Scholarship Fund"", ""maintained by"", ""Rolf Hochhuth""]]",1
Q6114047,"[[""Youssef Adnane"", ""instance of"", ""human""], [""FK Drnovice"", ""instance of"", ""sports team""], [""Southern League Division Two"", ""instance of"", ""sports league""], [""Youssef Adnane"", ""member of sports team"", ""FK Drnovice""], [""FK Drnovice"", ""sport"", ""football""], [""Southern League Division Two"", ""sport"", ""football""], [""Youssef Adnane"", ""occupation"", ""professional footballer""]]",1
Q6114180,"[[""Vladimir Bure"", ""instance of"", ""human""], [""Borussia Dortmund"", ""instance of"", ""sports team""], [""Vladimir Bure"", ""member of sports team"", ""Borussia Dortmund""], [""Vladimir Bure"", ""occupation"", ""professional football player""], [""Vladimir Bure"", ""given name"", ""Vladimir""], [""Vladimir Bure"", ""family name"", ""Bure""], [""1935"", ""instance of"", ""year""]]",1
