subject,triples,cycle
Q11637,"[[""Matata Ponyo Mapon Augustin"", ""instance of"", ""human""], [""Janay DeLoach"", ""instance of"", ""human""], [""June 8 1952"", ""instance of"", ""calendar date""], [""Hollister, California"", ""instance of"", ""city""], [""Matata Ponyo Mapon Augustin"", ""spouse"", ""Janay DeLoach""], [""Matata Ponyo Mapon Augustin"", ""date of marriage"", ""June 8 1952""], [""Matata Ponyo Mapon Augustin"", ""place of marriage"", ""Hollister, California""], [""Janay DeLoach"", ""occupation"", ""tour manager""], [""Janay DeLoach"", ""occupation"", ""producer""]]",1
Q11641,"[[""Leopold Arends"", ""instance of"", ""human""], [""Vassar"", ""instance of"", ""educational institution""], [""University of Charleston"", ""instance of"", ""educational institution""], [""Phi Beta Kappa"", ""instance of"", ""award""], [""1928"", ""instance of"", ""year""], [""1930"", ""instance of"", ""year""], [""mathematics and physics"", ""instance of"", ""field of work""], [""master's degree"", ""instance of"", ""academic degree""], [""bachelor's degree"", ""instance of"", ""academic degree""], [""Leopold Arends"", ""educated at"", ""Vassar""], [""Leopold Arends"", ""educated at"", ""University of Charleston""], [""Leopold Arends"", ""award received"", ""Phi Beta Kappa""], [""Leopold Arends"", ""field of work"", ""mathematics and physics""], [""Leopold Arends"", ""academic thesis"", ""bachelor's degree""], [""Leopold Arends"", ""academic thesis"", ""master's degree""]]",1
Q1164184,"[[""Uilke Vuurman"", ""instance of"", ""human""], [""Auke Zijlstra"", ""instance of"", ""human""], [""Finland"", ""instance of"", ""sovereign state""], [""President of Finland"", ""instance of"", ""position""], [""Uilke Vuurman"", ""position held"", ""President of Finland""], [""Uilke Vuurman"", ""country of citizenship"", ""Finland""], [""Auke Zijlstra"", ""country of citizenship"", ""Finland""], [""17 August 2011"", ""instance of"", ""date""], [""Uilke Vuurman"", ""date of resignation"", ""17 August 2011""], [""Auke Zijlstra"", ""position assumed"", ""President of Finland""], [""car crash"", ""instance of"", ""event""], [""Uilke Vuurman"", ""cause of"", ""car crash""], [""drunken driving"", ""instance of"", ""crime""], [""Uilke Vuurman"", ""accused of"", ""drunken driving""]]",1
Q11646366,"[[""Ptolemy VI"", ""instance of"", ""person""], [""Chicago Tribune Silver Football"", ""instance of"", ""award""], [""2006"", ""instance of"", ""year""], [""Ptolemy VI"", ""award received"", ""Chicago Tribune Silver Football""], [""Chicago Tribune Silver Football"", ""instance of"", ""recognition""], [""refugees"", ""instance of"", ""group of humans""]]",1
Q1164813,"[[""John Christian, Count Palatine of Sulzbach"", ""instance of"", ""human""], [""John Christian, Count Palatine of Sulzbach"", ""occupation"", ""Count Palatine of Sulzbach""], [""John Christian, Count Palatine of Sulzbach"", ""member of sports team"", ""Green Bay Packers""], [""John Christian, Count Palatine of Sulzbach"", ""member of sports team"", ""Washington Commanders""], [""John Christian, Count Palatine of Sulzbach"", ""position played on team / speciality"", ""backup""]]",1
Q11655642,"[[""P. K. Subban"", ""instance of"", ""human""], [""President of Finland"", ""instance of"", ""position""], [""Finland"", ""instance of"", ""sovereign state""], [""European election of 14 April 2013"", ""instance of"", ""election""], [""HL"", ""instance of"", ""political party""], [""P. K. Subban"", ""position held"", ""President of Finland""], [""P. K. Subban"", ""country of citizenship"", ""Finland""], [""P. K. Subban"", ""member of political party"", ""HL""], [""P. K. Subban"", ""date of election"", ""14 April 2013""]]",1
Q1165731,"[[""Han Zheng"", ""instance of"", ""human""], [""Detroit"", ""instance of"", ""geographic entity""], [""University of Detroit"", ""instance of"", ""educational institution""], [""Heart attack"", ""instance of"", ""health problem""], [""Han Zheng"", ""residence"", ""Detroit""], [""Han Zheng"", ""employer"", ""University of Detroit""], [""Han Zheng"", ""occupation"", ""teacher""], [""Han Zheng"", ""place of death"", ""Detroit""], [""Han Zheng"", ""cause of death"", ""heart attack""]]",1
Q116602,"[[""Kurt Sprengel"", ""instance of"", ""human""], [""La Liga"", ""instance of"", ""sports league""], [""Everton F.C."", ""instance of"", ""sports team""], [""FK Famos Hrasnica"", ""instance of"", ""sports team""], [""Serie A"", ""instance of"", ""sports league""], [""F.C. Pro Vercelli 1892"", ""instance of"", ""sports team""], [""Premier League"", ""instance of"", ""sports league""], [""ND Mura 05"", ""instance of"", ""sports team""], [""East Germany national football team"", ""instance of"", ""sports team""], [""Kurt Sprengel"", ""occupation"", ""footballer""], [""Kurt Sprengel"", ""member of sports team"", ""Everton F.C.""], [""Kurt Sprengel"", ""member of sports team"", ""F.C. Pro Vercelli 1892""], [""Kurt Sprengel"", ""member of sports team"", ""ND Mura 05""], [""Kurt Sprengel"", ""member of sports team"", ""East Germany national football team""], [""Kurt Sprengel"", ""participant in"", ""La Liga""], [""FK Famos Hrasnica"", ""participant in"", ""Serie A""], [""Kurt Sprengel"", ""participant in"", ""Premier League""]]",1
Q1166022,"[[""Frank Ordenewitz"", ""instance of"", ""human""], [""Frank Ordenewitz"", ""occupation"", ""soccer player""], [""NK Varteks"", ""instance of"", ""sports team""], [""UEFA Cup"", ""instance of"", ""sporting event""], [""Borussia Dortmund"", ""instance of"", ""sports team""], [""Frank Ordenewitz"", ""member of sports team"", ""NK Varteks""], [""Frank Ordenewitz"", ""participant in"", ""UEFA Cup""], [""UEFA Cup match against Borussia Dortmund on 7 December 1999"", ""instance of"", ""sporting event""], [""Frank Ordenewitz"", ""participant in"", ""UEFA Cup match against Borussia Dortmund on 7 December 1999""]]",1
Q11665,"[[""Volker Kauder"", ""instance of"", ""human""], [""Post-Graduate courses in American foreign policy"", ""instance of"", ""education program""], [""Volker Kauder"", ""educated at"", ""X (1983)""]]",1
Q1166630,"[[""Carl Heinrich 'Bipontinus' Schultz"", ""instance of"", ""human""], [""Goldstone Ground"", ""instance of"", ""architectural structure""], [""John Rudge"", ""instance of"", ""human""], [""FK Rabotni\u010dki"", ""instance of"", ""sports team""], [""Carl Heinrich 'Bipontinus' Schultz"", ""member of sports team"", ""FK Rabotni\u010dki""], [""Carl Heinrich 'Bipontinus' Schultz"", ""family name"", ""Schultz""], [""Carl Heinrich 'Bipontinus' Schultz"", ""given name"", ""Carl""]]",1
Q1166685,"[[""Rouben Mamoulian"", ""instance of"", ""human""], [""Rouben Mamoulian"", ""occupation"", ""footballer""], [""Rouben Mamoulian"", ""member of sports team"", ""FC BATE Borisov""], [""Rouben Mamoulian"", ""work period (start)"", ""8 November 2015""], [""Rouben Mamoulian"", ""member of sports team"", ""Union 05 Kayl-T\u00e9tange""], [""Rouben Mamoulian"", ""work period (start)"", ""May 2005""], [""Rouben Mamoulian"", ""member of sports team"", ""Burscough F.C.""], [""Rouben Mamoulian"", ""work period (start)"", ""30 January 2009""], [""Rouben Mamoulian"", ""member of sports team"", ""Rot-Wei\u00df Oberhausen""], [""Rouben Mamoulian"", ""work period (start)"", ""18 April 2015""], [""Rouben Mamoulian"", ""member of sports team"", ""1. FC Union Berlin""], [""Rouben Mamoulian"", ""work period (start)"", ""June 2010""], [""Rouben Mamoulian"", ""member of sports team"", ""Rayo Vallecano""], [""Rouben Mamoulian"", ""work period (start)"", ""4 January 2013""]]",1
Q11669,"[[""Karl Joseph Schulte"", ""instance of"", ""human""], [""Bachelor of Arts degree in business from Carroll University in 1983"", ""instance of"", ""degree""], [""Master of Business Administration degree from Darden Graduate School of Business Administration at the University of Virginia in 1988"", ""instance of"", ""degree""], [""Carroll University"", ""instance of"", ""educational institution""], [""Darden Graduate School of Business Administration at the University of Virginia"", ""instance of"", ""educational institution""], [""University of Virginia"", ""instance of"", ""educational institution""], [""1983"", ""instance of"", ""year""], [""1988"", ""instance of"", ""year""], [""Karl Joseph Schulte"", ""educated at"", ""Carroll University""], [""Karl Joseph Schulte"", ""educated at"", ""Darden Graduate School of Business Administration at the University of Virginia""], [""Karl Joseph Schulte"", ""educated at"", ""University of Virginia""], [""Bachelor of Arts degree in business from Carroll University in 1983"", ""educated at"", ""Carroll University""], [""Master of Business Administration degree from Darden Graduate School of Business Administration at the University of Virginia in 1988"", ""educated at"", ""Darden Graduate School of Business Administration at the University of Virginia""], [""Bachelor of Arts degree in business from Carroll University in 1983"", ""educated at"", ""University of Virginia""]]",1
Q116719,"[[""Baudouin des Auteus"", ""instance of"", ""human""], [""DUP"", ""instance of"", ""political party""], [""2009 election to the European Parliament"", ""instance of"", ""public election""], [""President of Finland"", ""instance of"", ""position""], [""Northern Ireland constituency"", ""instance of"", ""political territorial entity""], [""Baudouin des Auteus"", ""member of political party"", ""DUP""], [""Baudouin des Auteus"", ""candidacy in election"", ""2009 election to the European Parliament""], [""Baudouin des Auteus"", ""position held"", ""President of Finland""], [""Baudouin des Auteus"", ""country of citizenship"", ""Northern Ireland""]]",1
Q116754,"[[""Bernhardus Varenius"", ""instance of"", ""human""], [""Bernhardus Varenius"", ""occupation"", ""philologist of natural philosophy""], [""Bernhardus Varenius"", ""employer"", ""Academy of Geneva""]]",1
Q1167568,"[[""Hermann Tilke"", ""instance of"", ""human""], [""Fran\u00e7oise Sagan"", ""instance of"", ""human""], [""Fran\u00e7oise Sagan"", ""instance of"", ""American actress""], [""Hermann Tilke"", ""spouse"", ""Fran\u00e7oise Sagan""]]",1
Q1167950,"[[""L\u00fd Th\u00e1nh T\u00f4ng"", ""instance of"", ""human""], [""October 16, 1947"", ""instance of"", ""date""], [""Deutsche Eishockey Liga"", ""instance of"", ""league""], [""Montreal Forum"", ""instance of"", ""architectural structure""], [""Montreal Canadiens"", ""instance of"", ""sports team""], [""Stanley Cup"", ""instance of"", ""award""], [""1947\u201a\u00c4\u00ec48 season"", ""instance of"", ""sports season""], [""L\u00fd Th\u00e1nh T\u00f4ng"", ""date of birth"", ""October 16, 1947""], [""L\u00fd Th\u00e1nh T\u00f4ng"", ""member of sports team"", ""Montreal Canadiens""], [""L\u00fd Th\u00e1nh T\u00f4ng"", ""sport"", ""Hockey""], [""L\u00fd Th\u00e1nh T\u00f4ng"", ""league"", ""Deutsche Eishockey Liga""], [""Montreal Canadiens"", ""award received"", ""Stanley Cup""]]",1
Q116850,"[[""Dominique Perben"", ""instance of"", ""human""], [""Italian church"", ""instance of"", ""structure of worship""], [""French congregation"", ""instance of"", ""religious organization""], [""University of Geneva"", ""instance of"", ""educational institution""], [""Dominique Perben"", ""occupation"", ""pastor""], [""Dominique Perben"", ""occupation"", ""philologist of theology""], [""Dominique Perben"", ""employer"", ""Italian church""], [""Dominique Perben"", ""employer"", ""French congregation""], [""Dominique Perben"", ""employer"", ""University of Geneva""]]",1
Q11686816,"[[""2009 European Parliament election in Poland"", ""instance of"", ""election""], [""Karl Bryullov"", ""instance of"", ""human""], [""President of Finland"", ""instance of"", ""position""], [""Civic Platform"", ""instance of"", ""political party""], [""Gorz\u00f3w County"", ""instance of"", ""county""], [""Karl Bryullov"", ""position held"", ""President of Finland""], [""Karl Bryullov"", ""member of political party"", ""Civic Platform""], [""Karl Bryullov"", ""country of citizenship"", ""Finland""]]",1
Q11687634,"[[""Maximilian I Joseph of Bavaria"", ""instance of"", ""human""], [""Finland"", ""instance of"", ""sovereign state""], [""European Conservatives and Reformists"", ""instance of"", ""political party""], [""President of Finland"", ""instance of"", ""position""], [""Maximilian I Joseph of Bavaria"", ""position held"", ""President of Finland""], [""Maximilian I Joseph of Bavaria"", ""member of political party"", ""European Conservatives and Reformists""]]",1
Q116922,"[[""15 June 2016"", ""instance of"", ""date""], [""Dynamo"", ""instance of"", ""professional sports team""], [""Russian Football Premier League"", ""instance of"", ""sports league""], [""Franz von Bayros"", ""instance of"", ""human""], [""IFK Lule\u00e5"", ""instance of"", ""professional sports team""], [""Franz von Bayros"", ""member of sports team"", ""Dynamo""], [""Dynamo"", ""participant in"", ""Russian Football Premier League""], [""Franz von Bayros"", ""member of sports team"", ""IFK Lule\u00e5""]]",1
Q11693579,"[[""Joan Higginbotham"", ""instance of"", ""human""], [""Joan Higginbotham"", ""award received"", ""Coburg Badge""], [""1999"", ""instance of"", ""year""]]",1
Q116980,"[[""P\u00e1l Tur\u00e1n"", ""instance of"", ""human""], [""P\u00e1l Tur\u00e1n"", ""occupation"", ""football player""], [""P\u00e1l Tur\u00e1n"", ""occupation"", ""coach""], [""P\u00e1l Tur\u00e1n"", ""member of sports team"", ""Perugia""], [""P\u00e1l Tur\u00e1n"", ""member of sports team"", ""NK Varteks""], [""P\u00e1l Tur\u00e1n"", ""coach of sports team"", ""SS Lazio""], [""P\u00e1l Tur\u00e1n"", ""coach of sports team"", ""SC Freiburg""], [""P\u00e1l Tur\u00e1n"", ""coach of sports team"", ""FC Schaffhausen""], [""Perugia"", ""instance of"", ""sports team""], [""NK Varteks"", ""instance of"", ""sports team""], [""SS Lazio"", ""instance of"", ""sports team""], [""SC Freiburg"", ""instance of"", ""sports team""], [""FC Schaffhausen"", ""instance of"", ""sports team""], [""Carlo Ancelotti"", ""instance of"", ""human""], [""Asteras Tripolis"", ""instance of"", ""sports team""]]",1
Q1169803,"[[""Nikola Poposki"", ""instance of"", ""human""], [""Spezia Calcio"", ""instance of"", ""sports team""], [""Pro Patria"", ""instance of"", ""sports team""], [""Catania FC"", ""instance of"", ""sports team""], [""Nikola Poposki"", ""member of sports team"", ""Spezia Calcio""], [""Nikola Poposki"", ""member of sports team"", ""Pro Patria""], [""Nikola Poposki"", ""member of sports team"", ""Catania FC""], [""Nikola Poposki"", ""occupation"", ""football player""], [""Nikola Poposki"", ""given name"", ""Nikola""], [""Nikola Poposki"", ""family name"", ""Poposki""]]",1
Q117012,"[[""Georges Richard"", ""instance of"", ""human""], [""Hugh Primas"", ""instance of"", ""human""], [""Bed-Ins for Peace"", ""instance of"", ""protest""], [""Warsaw"", ""instance of"", ""city""], [""Montreal"", ""instance of"", ""city""], [""Hilton Warsaw"", ""instance of"", ""hotel""], [""Vietnam War"", ""instance of"", ""war""], [""Georges Richard"", ""occupation"", ""protestor""], [""Hugh Primas"", ""occupation"", ""composer""], [""Georges Richard"", ""spouse"", ""Hugh Primas""], [""Hugh Primas"", ""native language"", ""Japanese""], [""Georges Richard"", ""participant in"", ""Bed-Ins for Peace""], [""Hugh Primas"", ""participant in"", ""Bed-Ins for Peace""], [""Bed-Ins for Peace"", ""movement"", ""peace protest""], [""Hugh Primas"", ""movement"", ""Tokyo's experimental community""], [""Hugh Primas"", ""place of birth"", ""Tokyo""], [""Hugh Primas"", ""country of citizenship"", ""Japan""], [""Bed-Ins for Peace"", ""place of birth"", ""Warsaw""], [""Georges Richard"", ""residence"", ""Hilton Warsaw""]]",1
Q117144,"[[""Sarah, Duchess of York"", ""instance of"", ""human""], [""Baldur Ragnarsson"", ""instance of"", ""human""], [""Arad"", ""instance of"", ""geographic location""], [""Sarah, Duchess of York"", ""spouse"", ""Baldur Ragnarsson""], [""Sarah, Duchess of York"", ""position held"", ""Duchess of York""], [""Sarah, Duchess of York"", ""place of marriage"", ""Arad""]]",1
Q117147,"[[""Hermann Zabel"", ""instance of"", ""human""], [""Karim Bennani"", ""instance of"", ""human""], [""Hermann Zabel"", ""occupation"", ""journalist""], [""Karim Bennani"", ""occupation"", ""journalist""], [""Karim Bennani"", ""country of citizenship"", ""France""], [""Hermann Zabel"", ""spouse"", ""Karim Bennani""], [""Karim Bennani"", ""spouse"", ""Hermann Zabel""]]",1
Q11715486,"[[""Lina Wertm\u00fcller"", ""instance of"", ""human""], [""Dr A. H. Heineken Prize for Environmental Sciences"", ""instance of"", ""award""], [""2008"", ""instance of"", ""year""], [""bio-geographic correlations"", ""instance of"", ""scientific discovery""], [""plant characteristics"", ""instance of"", ""biological lifeforms""], [""ecological processes"", ""instance of"", ""environmental science""], [""global scale"", ""instance of"", ""geographic term""], [""Lina Wertm\u00fcller"", ""award received"", ""Dr A. H. Heineken Prize for Environmental Sciences""], [""Lina Wertm\u00fcller"", ""field of work"", ""bio-geographic correlations""], [""bio-geographic correlations"", ""concerns"", ""plant characteristics""], [""plant characteristics"", ""relevant in"", ""ecological processes""], [""ecological processes"", ""takes place on"", ""global scale""]]",1
Q1171968,"[[""Alexandre, Chevalier de Chaumont"", ""instance of"", ""human""], [""Alexandre, Chevalier de Chaumont"", ""instance of"", ""character that may or may not be fictional""], [""Olympique Lyonnais"", ""instance of"", ""sports team""], [""1970"", ""instance of"", ""historical year""], [""Alexandre, Chevalier de Chaumont"", ""member of sports team"", ""Olympique Lyonnais""], [""Alexandre, Chevalier de Chaumont"", ""given name"", ""Alexandre""], [""Alexandre, Chevalier de Chaumont"", ""family name"", ""Chevalier de Chaumont""]]",1
Q1173037,"[[""Kan\u014d Masanobu"", ""instance of"", ""human""], [""C.S. Herediano"", ""instance of"", ""sports team""], [""SV Viktoria Preu\u00dfen 07"", ""instance of"", ""sports team""], [""KF Sk\u00ebnderbeu Kor\u00e7\u00eb"", ""instance of"", ""football team""], [""1. FC Gera 03"", ""instance of"", ""football team""], [""1. FC M\u00fclheim"", ""instance of"", ""football team""], [""FK Daugava (2003)"", ""instance of"", ""football team""], [""Bayern Munich"", ""instance of"", ""sports team""], [""Club Real Potos\u00ed"", ""instance of"", ""football team""], [""Al Ansar FC"", ""instance of"", ""football team""], [""Manchester 1. FC M\u00fclheim F.C."", ""instance of"", ""football team""], [""Burton Albion"", ""instance of"", ""football team""], [""Kan\u014d Masanobu"", ""member of sports team"", ""C.S. Herediano""], [""Kan\u014d Masanobu"", ""member of sports team"", ""SV Viktoria Preu\u00dfen 07""], [""Kan\u014d Masanobu"", ""member of sports team"", ""KF Sk\u00ebnderbeu Kor\u00e7\u00eb""], [""Kan\u014d Masanobu"", ""member of sports team"", ""1. FC Gera 03""], [""Kan\u014d Masanobu"", ""member of sports team"", ""1. FC M\u00fclheim""], [""Kan\u014d Masanobu"", ""member of sports team"", ""FK Daugava (2003)""], [""Kan\u014d Masanobu"", ""member of sports team"", ""Club Real Potos\u00ed""], [""Kan\u014d Masanobu"", ""member of sports team"", ""Al Ansar FC""], [""Kan\u014d Masanobu"", ""member of sports team"", ""Manchester 1. FC M\u00fclheim F.C.""]]",1
Q1173381,"[[""Corey Dillon"", ""instance of"", ""human""], [""Corey Dillon"", ""occupation"", ""football player""], [""Corey Dillon"", ""date of birth"", ""29 November 1980""], [""Corey Dillon"", ""member of sports team"", ""Austria national association football team""], [""Corey Dillon"", ""member of sports team"", ""Liverpool reserves""], [""Corey Dillon"", ""member of sports team"", ""FV Lauda""], [""FV Lauda"", ""instance of"", ""sports team""], [""Liverpool reserves"", ""instance of"", ""sports team""], [""Austria national association football team"", ""instance of"", ""sports team""], [""50,000"", ""instance of"", ""currency""], [""29 November 1980"", ""instance of"", ""date""], [""Austria national association football team"", ""country for sport"", ""Austria""], [""Corey Dillon"", ""participant in"", ""12 appearances for the Austria national association football team""]]",1
Q1173541,"[[""Ivan Glasenberg"", ""instance of"", ""human""], [""June 24, 2002"", ""instance of"", ""date""], [""September 13, 2002"", ""instance of"", ""date""], [""Giri Marcelli"", ""instance of"", ""artificial geographic entity""], [""Roman Catholic Vicariate Apostolic of Bluefields"", ""instance of"", ""religious organization""], [""Nicaragua"", ""instance of"", ""sovereign state""], [""Ivan Glasenberg"", ""position held"", ""titular bishop of Giri Marcelli""], [""Ivan Glasenberg"", ""position held"", ""Caliph of the Roman Catholic Vicariate Apostolic of Bluefields""], [""Ivan Glasenberg"", ""religion or worldview"", ""Roman Catholic""], [""Roman Catholic Vicariate Apostolic of Bluefields"", ""religion or worldview"", ""Roman Catholic""], [""Roman Catholic Vicariate Apostolic of Bluefields"", ""location"", ""Nicaragua""], [""Ivan Glasenberg"", ""date of position held"", ""June 24, 2002""], [""Ivan Glasenberg"", ""date of ordination"", ""September 13, 2002""]]",1
Q1173585,"[[""Claude Debussy"", ""instance of"", ""human""], [""Pope John Paul II"", ""instance of"", ""human""], [""Archdiocese of Newark"", ""instance of"", ""religious organization""], [""25 January 1983"", ""instance of"", ""date""], [""7 April"", ""instance of"", ""date""], [""Caliph for the Archdiocese of Newark"", ""instance of"", ""position""], [""Claude Debussy"", ""position held"", ""Caliph for the Archdiocese of Newark""], [""Archdiocese of Newark"", ""member of"", ""Claude Debussy""], [""Claude Debussy"", ""consecrator"", ""Pope John Paul II""], [""Caliph for the Archdiocese of Newark"", ""consecrator"", ""Pope John Paul II""], [""Claude Debussy"", ""date of birth"", ""25 January 1983""], [""Caliph for the Archdiocese of Newark"", ""date of birth"", ""25 January 1983""], [""Claude Debussy"", ""religion or worldview"", ""Catholic""], [""Claude Debussy"", ""date of death"", ""7 April""], [""Caliph for the Archdiocese of Newark"", ""date of death"", ""7 April""]]",1
Q1173642,"[[""Gottfried Wilhelm Leibniz"", ""instance of"", ""human""], [""Olympique Lyonnais"", ""instance of"", ""sports team""], [""Liguria"", ""instance of"", ""sports team""], [""Gottfried Wilhelm Leibniz"", ""member of sports team"", ""Olympique Lyonnais""], [""Gottfried Wilhelm Leibniz"", ""member of sports team"", ""Liguria""]]",1
Q1173755,"[[""Lech Walesa"", ""instance of"", ""human""], [""Lech Walesa"", ""sex or gender"", ""male""], [""Lech Walesa"", ""spouse"", ""Greg Rutherford""], [""Greg Rutherford"", ""instance of"", ""human""], [""Greg Rutherford"", ""sex or gender"", ""male""], [""Greg Rutherford"", ""occupation"", ""actress""]]",1
Q1173810,"[[""Markus Lanz"", ""instance of"", ""human""], [""University of Charleston"", ""instance of"", ""educational institution""], [""Markus Lanz"", ""earned his doctorate in"", ""economics""], [""Markus Lanz"", ""educated at"", ""University of Charleston""], [""1966"", ""instance of"", ""year""], [""Markus Lanz"", ""earned his doctorate in"", ""1966""]]",1
Q1173876,"[[""David Auburn Auburn"", ""instance of"", ""human""], [""Sandro Pertini"", ""instance of"", ""human""], [""David Auburn Auburn"", ""occupation"", ""actor""], [""David Auburn Auburn"", ""occupation"", ""scriptwriter""], [""David Auburn Auburn"", ""spouse"", ""Sandro Pertini""], [""David Auburn Auburn"", ""field of work"", ""acting""], [""David Auburn Auburn"", ""field of work"", ""scriptwriting""]]",1
Q1173953,"[[""William Shippen"", ""instance of"", ""human""], [""la Repubblica"", ""instance of"", ""newspaper""], [""William Shippen"", ""employer"", ""la Repubblica""]]",1
