subject,triples
Q1019467,"[[""Steve Martin"", ""instance of"", ""human""], [""pastor"", ""instance of"", ""Christian religious occupation""], [""philologist of theology"", ""instance of"", ""occupation""], [""Steve Martin"", ""occupation"", ""pastor""], [""Steve Martin"", ""occupation"", ""philologist of theology""], [""Geneva"", ""instance of"", ""administrative territorial entity""], [""Steve Martin"", ""employer"", ""Geneva""]]"
Q102034,"[[""Sergei Beloglazov"", ""instance of"", ""human""], [""Grammy Hall of Fame"", ""instance of"", ""hall of fame""], [""Royal College of Surgeons"", ""instance of"", ""organization""], [""Sergei Beloglazov"", ""award received"", ""Grammy Hall of Fame""], [""Sergei Beloglazov"", ""member of"", ""Royal College of Surgeons""]]"
Q1021857,"[[""Roman Jerala"", ""instance of"", ""human""], [""Pepperdine University"", ""instance of"", ""educational institution""], [""Professor"", ""instance of"", ""occupation""], [""Tenured professor"", ""instance of"", ""occupation""], [""Lecturer"", ""instance of"", ""occupation""], [""Roman Jerala"", ""occupation"", ""Professor""], [""Roman Jerala"", ""occupation"", ""Tenured professor""], [""Roman Jerala"", ""occupation"", ""Lecturer""], [""Roman Jerala"", ""employer"", ""Pepperdine University""], [""Roman Jerala"", ""educated at"", ""Pepperdine University""]]"
Q102278,"[[""Valens Acidalius"", ""instance of"", ""human""], [""Stanford Moore"", ""instance of"", ""human""], [""William Howard Stein"", ""instance of"", ""human""], [""1972 Nobel Prize in Physiology or Medicine"", ""instance of"", ""award""], [""ribonuclease"", ""instance of"", ""biological object""], [""Department of Biological Chemistry at Charit\\u00e9"", ""instance of"", ""academic institution""], [""Valens Acidalius"", ""field of work"", ""ribonuclease""], [""Valens Acidalius"", ""award received"", ""1972 Nobel Prize in Physiology or Medicine""], [""Valens Acidalius"", ""educated at"", ""Department of Biological Chemistry at Charit\\u00e9""], [""Stanford Moore"", ""award received"", ""1972 Nobel Prize in Physiology or Medicine""], [""William Howard Stein"", ""award received"", ""1972 Nobel Prize in Physiology or Medicine""]]"
Q102462,"[[""historical Jesus"", ""instance of"", ""human""], [""American Film Institute Award in 1980"", ""instance of"", ""award""], [""Silver Bear in 1982"", ""instance of"", ""award""], [""ovatio in 1983"", ""instance of"", ""award""], [""Academy Honorary Award in 1985"", ""instance of"", ""award""], [""National Board of Review and Film Society of Lincoln Center's Chaplin Award in 1990"", ""instance of"", ""award""], [""Alexander Pushkin"", ""instance of"", ""human""], [""historical Jesus"", ""award received"", ""American Film Institute Award in 1980""], [""historical Jesus"", ""award received"", ""Silver Bear in 1982""], [""historical Jesus"", ""award received"", ""ovatio in 1983""], [""historical Jesus"", ""award received"", ""Academy Honorary Award in 1985""], [""historical Jesus"", ""award received"", ""National Board of Review and Film Society of Lincoln Center's Chaplin Award in 1990""], [""historical Jesus"", ""spouse"", ""Alexander Pushkin""]]"
Q102782,"[[""Henry III"", ""instance of"", ""human""], [""Henry III"", ""educated at"", ""University of Hassan II Casablanca""], [""University of Hassan II Casablanca"", ""instance of"", ""educational institution""]]"
Q10278563,"[[""Fabio Fazio"", ""instance of"", ""human""], [""Australian National University"", ""instance of"", ""educational institution""], [""Navy"", ""instance of"", ""military branch""], [""Student Occupation"", ""instance of"", ""occupation""], [""Fabio Fazio"", ""educated at"", ""Australian National University""], [""Fabio Fazio"", ""military branch"", ""Navy""], [""Fabio Fazio"", ""occupation"", ""Student Occupation""]]"
Q10287,"[[""Theodor Kaluza"", ""instance of"", ""human""], [""French Autodeterminaziorako Bilgunea"", ""instance of"", ""political organization""], [""Confucius"", ""instance of"", ""human""], [""Premier Prix for Violin and Chamber Orchestra at the Conservatoire de Paris"", ""instance of"", ""award""], [""Violinist"", ""instance of"", ""occupation""], [""Theodor Kaluza"", ""member of political party"", ""French Autodeterminaziorako Bilgunea""], [""Theodor Kaluza"", ""spouse"", ""Confucius""], [""Confucius"", ""occupation"", ""Violinist""], [""Confucius"", ""award received"", ""Premier Prix for Violin and Chamber Orchestra at the Conservatoire de Paris""]]"
Q1029527,"[[""Ferdinand Raimund"", ""instance of"", ""human""], [""Universidad de la Comunicaci\u00f3n"", ""instance of"", ""educational institution""], [""Ferdinand Raimund"", ""educated at"", ""Universidad de la Comunicaci\u00f3n""]]"
Q10310629,"[[""Dirk M\u00fcller"", ""instance of"", ""human""], [""Caliph of Anasartha"", ""instance of"", ""title of authority""], [""co-adjunct archbishop of Goa and Daman"", ""instance of"", ""episcopal title""], [""Dirk M\u00fcller"", ""position held"", ""Caliph of Anasartha""], [""Dirk M\u00fcller"", ""position held"", ""co-adjunct archbishop of Goa and Daman""]]"
Q103157,"[[""Raquel Argando\u00f1a"", ""instance of"", ""human""], [""Hubley"", ""instance of"", ""human""], [""Claude Bourgelat"", ""instance of"", ""human""], [""John Septimus Roe Anglican Community School"", ""instance of"", ""educational institution""], [""Raquel Argando\u00f1a"", ""spouse"", ""Hubley""], [""Raquel Argando\u00f1a"", ""spouse"", ""Claude Bourgelat""], [""Raquel Argando\u00f1a"", ""educated at"", ""John Septimus Roe Anglican Community School""]]"
Q10317241,"[[""Gordon Freeman"", ""instance of"", ""human""], [""Los Angeles Police Department homicide department"", ""instance of"", ""government organization""], [""Gordon Freeman"", ""employer"", ""Los Angeles Police Department homicide department""]]"
Q1032587,"[[""Jan Delay"", ""instance of"", ""human""], [""Initiative for Catalonia Greens"", ""instance of"", ""political party""], [""New Catalan Left"", ""instance of"", ""political party""], [""Jan Delay"", ""member of political party"", ""Initiative for Catalonia Greens""], [""Jan Delay"", ""member of political party"", ""New Catalan Left""]]"
Q1032597,"[[""Blaise Pascal"", ""instance of"", ""human""], [""Athletic Club"", ""instance of"", ""sports team""], [""Atl\u00e9tico Junior"", ""instance of"", ""sports team""], [""Viking FK"", ""instance of"", ""sports team""], [""Blaise Pascal"", ""member of sports team"", ""Atl\u00e9tico Junior""], [""Blaise Pascal"", ""member of sports team"", ""Viking FK""], [""Blaise Pascal"", ""member of sports team"", ""Athletic Club""]]"
Q103314,"[[""Stefanie Sun"", ""instance of"", ""human""], [""vestararius"", ""instance of"", ""occupation""], [""Stefanie Sun"", ""occupation"", ""vestararius""]]"
Q1033495,"[[""Sonali Bendre Hand\u221a\u2265"", ""instance of"", ""human""], [""John Tyler"", ""instance of"", ""human""], [""Fidesz"", ""instance of"", ""political party""], [""Sonali Bendre Hand\u221a\u2265"", ""spouse"", ""John Tyler""], [""John Tyler"", ""member of political party"", ""Fidesz""], [""John Tyler"", ""spouse"", ""Sonali Bendre Hand\u221a\u2265""]]"
Q10340728,"[[""Bernd Lange"", ""instance of"", ""human""], [""\u00c9mile Boirac"", ""instance of"", ""human""], [""Bernd Lange"", ""spouse"", ""\u00c9mile Boirac""], [""\u00c9mile Boirac"", ""spouse"", ""Bernd Lange""]]"
Q103578,"[[""Prince Waldemar of Prussia"", ""instance of"", ""human""], [""Dwight D. Eisenhower"", ""instance of"", ""human""], [""Prince Waldemar of Prussia"", ""unmarried partner"", ""Dwight D. Eisenhower""]]"
Q10363198,"[[""Cenn F\u00e1elad hua Mugthigirn"", ""instance of"", ""human""], [""Chelengk"", ""instance of"", ""award""], [""Franklin Institute"", ""instance of"", ""educational institution""], [""Cenn F\u00e1elad hua Mugthigirn"", ""award received"", ""Chelengk""], [""Cenn F\u00e1elad hua Mugthigirn"", ""educated at"", ""Franklin Institute""]]"
Q10375239,"[[""Herman, Margrave of Brandenburg-Salzwedel"", ""instance of"", ""human""], [""Federal University of Rio de Janeiro"", ""instance of"", ""educational institution""], [""University of Charleston"", ""instance of"", ""educational institution""], [""Paris VI University"", ""instance of"", ""educational institution""], [""Herman, Margrave of Brandenburg-Salzwedel"", ""educated at"", ""Federal University of Rio de Janeiro""], [""Herman, Margrave of Brandenburg-Salzwedel"", ""educated at"", ""University of Charleston""], [""Herman, Margrave of Brandenburg-Salzwedel"", ""educated at"", ""Paris VI University""], [""Biology"", ""instance of"", ""field of work""], [""Neuroscience"", ""instance of"", ""field of work""], [""Herman, Margrave of Brandenburg-Salzwedel"", ""field of work"", ""Biology""], [""Herman, Margrave of Brandenburg-Salzwedel"", ""field of work"", ""Neuroscience""]]"
Q10377412,"[[""John Louis II, Prince of Anhalt-Zerbst"", ""instance of"", ""human""], [""Football"", ""instance of"", ""sport""], [""Germany"", ""instance of"", ""country""], [""Scotland"", ""instance of"", ""country""], [""Q162211"", ""instance of"", ""sports team""], [""Bahlinger SC"", ""instance of"", ""sports team""], [""John Louis II, Prince of Anhalt-Zerbst"", ""member of sports team"", ""Q162211""], [""John Louis II, Prince of Anhalt-Zerbst"", ""member of sports team"", ""Bahlinger SC""], [""John Louis II, Prince of Anhalt-Zerbst"", ""country of citizenship"", ""Germany""], [""John Louis II, Prince of Anhalt-Zerbst"", ""country for sport"", ""Scotland""], [""John Louis II, Prince of Anhalt-Zerbst"", ""sport"", ""Football""]]"
Q103835,"[[""Ted Nelson"", ""instance of"", ""human""], [""West Virginia University"", ""instance of"", ""educational institution""], [""Ted Nelson"", ""employer"", ""West Virginia University""]]"
Q1038985,"[[""Emperor Gaozong of Tang"", ""instance of"", ""human""], [""Anita K. Jones"", ""instance of"", ""human""], [""Emperor Gaozong of Tang"", ""spouse"", ""Anita K. Jones""], [""Anita K. Jones"", ""spouse"", ""Emperor Gaozong of Tang""]]"
Q10393106,"[[""Josh Sussman"", ""instance of"", ""human""], [""Josh Sussman"", ""award received"", ""Fellow of the Royal Society""], [""Fellow of the Royal Society"", ""instance of"", ""title of honor""], [""Josh Sussman"", ""award received"", ""Nobel Prize in Physiology or Medicine""], [""Nobel Prize in Physiology or Medicine"", ""instance of"", ""science award""]]"
Q103939,"[[""Takashi Umezawa"", ""instance of"", ""human""], [""Terry Gilliam"", ""instance of"", ""human""], [""Marcus Gayle"", ""instance of"", ""human""], [""Takashi Umezawa"", ""spouse"", ""Terry Gilliam""], [""Takashi Umezawa"", ""spouse"", ""Marcus Gayle""]]"
Q103949,"[[""Mervyn Peake"", ""instance of"", ""human""], [""Matt Hardy"", ""instance of"", ""human""], [""Mervyn Peake"", ""spouse"", ""Matt Hardy""]]"
Q10396689,"[[""D\\u00e9nes K\\u0151nig"", ""instance of"", ""human""], [""Club Real Potos\\u00ed"", ""instance of"", ""sports team""], [""FK Rabotni\\u010dki"", ""instance of"", ""sports team""], [""D\\u00e9nes K\\u0151nig"", ""member of sports team"", ""Club Real Potos\\u00ed""], [""D\\u00e9nes K\\u0151nig"", ""member of sports team"", ""FK Rabotni\\u010dki""]]"
Q104223,"[[""Pekka Suorsa"", ""instance of"", ""human""], [""Russian Academy of Sciences"", ""instance of"", ""organization""], [""Pekka Suorsa"", ""member of"", ""Russian Academy of Sciences""]]"
Q104454,"[[""Otto Hirschfeld"", ""instance of"", ""human""], [""Toni Kroos"", ""instance of"", ""human""], [""Inter Milan"", ""instance of"", ""sports team""], [""Mitchell Weiser"", ""instance of"", ""human""], [""Otto Hirschfeld"", ""member of sports team"", ""Inter Milan""], [""Toni Kroos"", ""member of sports team"", ""Inter Milan""], [""Mitchell Weiser"", ""member of sports team"", ""Inter Milan""]]"
Q1046009,"[[""Peter Dorohostajski"", ""instance of"", ""human""], [""Il-2"", ""instance of"", ""military equipment""], [""155 ground attack missions"", ""instance of"", ""military operation""], [""major"", ""instance of"", ""military rank""], [""Peter Dorohostajski"", ""military rank"", ""major""], [""Peter Dorohostajski"", ""conflict"", ""155 ground attack missions""], [""Il-2"", ""conflict"", ""155 ground attack missions""]]"
Q10466053,"[[""Terry Gilliam"", ""instance of"", ""human""], [""Club Real Potos\\u00ed"", ""instance of"", ""sports team""], [""FC 08 Homburg"", ""instance of"", ""sports team""], [""Northfleet United"", ""instance of"", ""sports team""], [""Terry Gilliam"", ""member of sports team"", ""Club Real Potos\\u00ed""], [""Terry Gilliam"", ""member of sports team"", ""FC 08 Homburg""], [""Terry Gilliam"", ""member of sports team"", ""Northfleet United""]]"
Q10467682,"[[""Kazimir Tarman"", ""instance of"", ""human""], [""FK Rabotni\\u010dki"", ""instance of"", ""sports team""], [""Kazimir Tarman"", ""member of sports team"", ""FK Rabotni\\u010dki""]]"
Q10493092,"[[""Q10493092"", ""instance of"", ""human""], [""Nancy Davis Griffeth"", ""instance of"", ""human""], [""Q10493092"", ""spouse"", ""Nancy Davis Griffeth""], [""Nancy Davis Griffeth"", ""spouse"", ""Q10493092""]]"
Q10494,"[[""Tuomas Ketola"", ""instance of"", ""human""], [""Scuderia Toro Rosso"", ""instance of"", ""sports team""], [""Switzerland"", ""instance of"", ""sovereign state""], [""Tuomas Ketola"", ""member of sports team"", ""Scuderia Toro Rosso""], [""Tuomas Ketola"", ""country of citizenship"", ""Switzerland""]]"
Q10498103,"[[""Mitt Romney"", ""instance of"", ""human""], [""ACF Fiorentina"", ""instance of"", ""sports team""], [""Mitt Romney"", ""member of sports team"", ""ACF Fiorentina""]]"
