subject,triples
Q113974,"[[""Michael K\u221a\u2202hlmeier"", ""instance of"", ""human""], [""Monika Helfer"", ""instance of"", ""human""], [""Monika Helfer"", ""instance of"", ""writer""], [""Michael K\u221a\u2202hlmeier"", ""spouse"", ""Monika Helfer""]]"
Q1140277,"[[""Cristian Bucchi"", ""instance of"", ""human""], [""Ascoli"", ""instance of"", ""sports team""], [""Pescara"", ""instance of"", ""sports team""], [""Napoli"", ""instance of"", ""sports team""], [""Cristian Bucchi"", ""member of sports team"", ""Ascoli""], [""Cristian Bucchi"", ""member of sports team"", ""Pescara""], [""Cristian Bucchi"", ""member of sports team"", ""Napoli""]]"
Q1141159,"[[""Daniele Vantaggiato"", ""instance of"", ""human""], [""Blerim D\u2248\u00e6emaili"", ""instance of"", ""human""], [""Torino"", ""instance of"", ""sports team""], [""Daniele Vantaggiato"", ""member of sports team"", ""Torino""], [""Blerim D\u2248\u00e6emaili"", ""member of sports team"", ""Torino""]]"
Q11413543,"[[""Metal Yoshida"", ""instance of"", ""human""], [""Hiromi Iwasaki"", ""instance of"", ""human""], [""Hiromi Iwasaki"", ""instance of"", ""actress""], [""Metal Yoshida"", ""spouse"", ""Hiromi Iwasaki""]]"
Q1147551,"[[""Troy Baker"", ""instance of"", ""human""], [""Pamela Walworth"", ""instance of"", ""human""], [""Troy Baker"", ""spouse"", ""Pamela Walworth""], [""Pamela Walworth"", ""spouse"", ""Troy Baker""]]"
Q11487537,"[[""Katarzyna Telniczanka"", ""instance of"", ""human""], [""Andrzej Ko\u2248\u00f5cielecki"", ""instance of"", ""human""], [""Katarzyna Telniczanka"", ""spouse"", ""Andrzej Ko\u2248\u00f5cielecki""], [""Andrzej Ko\u2248\u00f5cielecki"", ""spouse"", ""Katarzyna Telniczanka""]]"
Q11490994,"[[""Fukumi Shimura"", ""instance of"", ""human""], [""Living National Treasure"", ""instance of"", ""award""], [""2014 Kyoto Prize in Arts and Philosophy"", ""instance of"", ""award""], [""Fukumi Shimura"", ""award received"", ""Living National Treasure""], [""Fukumi Shimura"", ""award received"", ""2014 Kyoto Prize in Arts and Philosophy""]]"
Q11522313,"[[""Mio Sugita"", ""instance of"", ""human""], [""Faculty of Agriculture, Tottori University"", ""instance of"", ""educational institution""], [""Mio Sugita"", ""educated at"", ""Faculty of Agriculture, Tottori University""]]"
Q115495,"[[""Hamilton Smith"", ""instance of"", ""human""], [""Daniel Nathans"", ""instance of"", ""human""], [""Werner Arber"", ""instance of"", ""human""], [""1978 Nobel Prize in Physiology or Medicine"", ""instance of"", ""award""], [""restriction endonucleases"", ""instance of"", ""research""], [""Hamilton Smith"", ""award received"", ""1978 Nobel Prize in Physiology or Medicine""], [""Daniel Nathans"", ""award received"", ""1978 Nobel Prize in Physiology or Medicine""], [""Werner Arber"", ""award received"", ""1978 Nobel Prize in Physiology or Medicine""], [""Hamilton Smith"", ""field of work"", ""restriction endonucleases""], [""Daniel Nathans"", ""field of work"", ""restriction endonucleases""], [""Werner Arber"", ""field of work"", ""restriction endonucleases""]]"
Q1156878,"[[""Joseph Polchinski"", ""instance of"", ""human""], [""2017 Fundamental Physics Prize"", ""instance of"", ""award""], [""Theoretical physics"", ""instance of"", ""field of work""], [""Joseph Polchinski"", ""award received"", ""2017 Fundamental Physics Prize""], [""Joseph Polchinski"", ""field of work"", ""Theoretical physics""]]"
Q115700,"[[""Thomas Hirschhorn"", ""instance of"", ""human""], [""Preis f\u221a\u00bar Junge Schweizer Kunst"", ""instance of"", ""award""], [""Marcel Duchamp Prize"", ""instance of"", ""award""], [""Rolandpreis f\u221a\u00bar Kunst im \u221a\u2202ffentlichen Raum"", ""instance of"", ""award""], [""Joseph Beuys Prize"", ""instance of"", ""award""], [""Kurt Schwitters Prize"", ""instance of"", ""award""], [""Meret Oppenheim Prize"", ""instance of"", ""award""], [""Thomas Hirschhorn"", ""award received"", ""Preis f\u221a\u00bar Junge Schweizer Kunst""], [""Thomas Hirschhorn"", ""award received"", ""Marcel Duchamp Prize""], [""Thomas Hirschhorn"", ""award received"", ""Rolandpreis f\u221a\u00bar Kunst im \u221a\u2202ffentlichen Raum""], [""Thomas Hirschhorn"", ""award received"", ""Joseph Beuys Prize""], [""Thomas Hirschhorn"", ""award received"", ""Kurt Schwitters Prize""], [""Thomas Hirschhorn"", ""award received"", ""Meret Oppenheim Prize""]]"
Q115748,"[[""Davide Chiumiento"", ""instance of"", ""human""], [""BSC Young Boys"", ""instance of"", ""sports team""], [""Davide Chiumiento"", ""member of sports team"", ""BSC Young Boys""]]"
Q11580,"[[""Cynthia Dwork"", ""instance of"", ""human""], [""Dijkstra Prize"", ""instance of"", ""award""], [""Nancy Lynch"", ""instance of"", ""human""], [""Larry Stockmeyer"", ""instance of"", ""human""], [""consensus problems"", ""instance of"", ""job activity""], [""Cynthia Dwork"", ""award received"", ""Dijkstra Prize""], [""Nancy Lynch"", ""award received"", ""Dijkstra Prize""], [""Larry Stockmeyer"", ""award received"", ""Dijkstra Prize""], [""Cynthia Dwork"", ""occupation"", ""consensus problems""], [""Nancy Lynch"", ""occupation"", ""consensus problems""], [""Larry Stockmeyer"", ""occupation"", ""consensus problems""]]"
Q11584994,"[[""Momoko Ishii"", ""instance of"", ""human""], [""Minister of Education Award for Promotion of Art"", ""instance of"", ""award""], [""Non-chan kumo ni noru"", ""instance of"", ""book""], [""Kikuchi Kan Award"", ""instance of"", ""award""], [""Itochu Memorial Foundation Award for Distinguished Service to Children's Bunko"", ""instance of"", ""award""], [""Japanese Art Academy Award"", ""instance of"", ""award""], [""1994 Yomiuri Prize"", ""instance of"", ""award""], [""Maboroshi No Akai Mi (Memoirs of a childhood)"", ""instance of"", ""book""], [""Momoko Ishii"", ""award received"", ""Minister of Education Award for Promotion of Art""], [""Momoko Ishii"", ""field of work"", ""Non-chan kumo ni noru""], [""Momoko Ishii"", ""award received"", ""Kikuchi Kan Award""], [""Momoko Ishii"", ""award received"", ""Itochu Memorial Foundation Award for Distinguished Service to Children's Bunko""], [""Momoko Ishii"", ""award received"", ""Japanese Art Academy Award""], [""Momoko Ishii"", ""award received"", ""1994 Yomiuri Prize""], [""Momoko Ishii"", ""field of work"", ""Maboroshi No Akai Mi (Memoirs of a childhood)""]]"
Q1158573,"[[""Dami\u00e1n Macaluso"", ""instance of"", ""human""], [""Pe\u00f1arol"", ""instance of"", ""sports team""], [""June 2012"", ""instance of"", ""date""], [""Dami\u00e1n Macaluso"", ""member of sports team"", ""Pe\u00f1arol""], [""Dami\u00e1n Macaluso"", ""work period (start)"", ""June 2012""]]"
Q11587414,"[[""Keisuke Sagawa"", ""instance of"", ""human""], [""Nobuyo \u2248\u00e5yama"", ""instance of"", ""human""], [""Keisuke Sagawa"", ""spouse"", ""Nobuyo \u2248\u00e5yama""], [""Nobuyo \u2248\u00e5yama"", ""spouse"", ""Keisuke Sagawa""]]"
Q1159005,"[[""31 July 2008"", ""instance of"", ""date""], [""Lilian Nalis"", ""instance of"", ""human""], [""Swindon"", ""instance of"", ""sports team""], [""Lilian Nalis"", ""member of sports team"", ""Swindon""], [""Lilian Nalis"", ""work period (start)"", ""31 July 2008""]]"
Q11107,"[[""Sonia Sotomayor"", ""instance of"", ""human""], [""Yale Law School"", ""instance of"", ""educational institution""], [""Sonia Sotomayor"", ""educated at"", ""Yale Law School""]]"
Q1112005,"[[""Queen Latifah"", ""instance of"", ""human""], [""Candace Award"", ""instance of"", ""award""], [""Queen Latifah"", ""award received"", ""Candace Award""], [""1992"", ""instance of"", ""year""], [""Queen Latifah"", ""time period"", ""1992""]]"
Q1112656,"[[""Peter Welch"", ""instance of"", ""human""], [""College of the Holy Cross"", ""instance of"", ""educational institution""], [""Peter Welch"", ""educated at"", ""College of the Holy Cross""]]"
Q1113742,"[[""Clare Hollingworth"", ""instance of"", ""human""], [""defence correspondent"", ""instance of"", ""occupation""], [""Clare Hollingworth"", ""occupation"", ""defence correspondent""], [""the Guardian"", ""instance of"", ""newspaper""], [""Clare Hollingworth"", ""employer"", ""the Guardian""], [""the Telegraph"", ""instance of"", ""newspaper""], [""Clare Hollingworth"", ""employer"", ""the Telegraph""]]"
Q1114314,"[[""Joelson Jos\u221a\u00a9 In\u221a\u00b0cio"", ""instance of"", ""human""], [""Siena"", ""instance of"", ""sports team""], [""Joelson Jos\u221a\u00a9 In\u221a\u00b0cio"", ""member of sports team"", ""Siena""]]"
Q1117417,"[[""Davide Marchini"", ""instance of"", ""human""], [""SPAL 1907"", ""instance of"", ""sports team""], [""Davide Marchini"", ""member of sports team"", ""SPAL 1907""]]"
Q1117426,"[[""Francesco Parravicini"", ""instance of"", ""human""], [""Fiorentina"", ""instance of"", ""sports team""], [""Parma"", ""instance of"", ""sports team""], [""Palermo"", ""instance of"", ""sports team""], [""Siena"", ""instance of"", ""sports team""], [""Francesco Parravicini"", ""member of sports team"", ""Fiorentina""], [""Francesco Parravicini"", ""member of sports team"", ""Parma""], [""Francesco Parravicini"", ""member of sports team"", ""Palermo""], [""Francesco Parravicini"", ""member of sports team"", ""Siena""]]"
Q11178455,"[[""Hui-lan Oei"", ""instance of"", ""human""], [""Caulfield-Stoker"", ""instance of"", ""human""], [""Wellington Koo"", ""instance of"", ""human""], [""Hui-lan Oei"", ""spouse"", ""Caulfield-Stoker""], [""Hui-lan Oei"", ""spouse"", ""Wellington Koo""]]"
Q112167,"[[""Boris Kodjoe"", ""instance of"", ""human""], [""Nicole Ari Parker"", ""instance of"", ""human""], [""Gundelfingen"", ""instance of"", ""geographic location""], [""Germany"", ""instance of"", ""sovereign state""], [""Boris Kodjoe"", ""spouse"", ""Nicole Ari Parker""], [""Nicole Ari Parker"", ""spouse"", ""Boris Kodjoe""], [""Boris Kodjoe"", ""country of citizenship"", ""Germany""], [""Boris Kodjoe"", ""residence"", ""Gundelfingen""], [""Nicole Ari Parker"", ""residence"", ""Gundelfingen""], [""male"", ""instance of"", ""sex or gender""], [""female"", ""instance of"", ""sex or gender""], [""actor"", ""instance of"", ""occupation""], [""Boris Kodjoe"", ""sex or gender"", ""male""], [""Nicole Ari Parker"", ""sex or gender"", ""female""], [""Boris Kodjoe"", ""occupation"", ""actor""], [""Nicole Ari Parker"", ""occupation"", ""actor""]]"
Q1121913,"[[""D. R. Shackleton Bailey"", ""instance of"", ""human""], [""Gonville and Caius College"", ""instance of"", ""educational institution""], [""Cambridge University"", ""instance of"", ""educational institution""], [""D. R. Shackleton Bailey"", ""employer"", ""Gonville and Caius College""], [""D. R. Shackleton Bailey"", ""employer"", ""Cambridge University""], [""D. R. Shackleton Bailey"", ""educated at"", ""Cambridge University""]]"
Q1124,"[[""Bill Clinton"", ""instance of"", ""human""], [""Hillary Rodham"", ""instance of"", ""human""], [""Yale"", ""instance of"", ""educational institution""], [""Bill Clinton"", ""educated at"", ""Yale""], [""Hillary Rodham"", ""educated at"", ""Yale""], [""Bill Clinton"", ""spouse"", ""Hillary Rodham""], [""Hillary Rodham"", ""spouse"", ""Bill Clinton""]]"
Q11259379,"[[""Tasuku Emoto"", ""instance of"", ""human""], [""Sakura Ando"", ""instance of"", ""human""], [""Tasuku Emoto"", ""spouse"", ""Sakura Ando""]]"
Q11274043,"[[""Jane Pauley"", ""instance of"", ""human""], [""Garry Trudeau"", ""instance of"", ""human""], [""Jane Pauley"", ""spouse"", ""Garry Trudeau""], [""Garry Trudeau"", ""spouse"", ""Jane Pauley""]]"
Q1130817,"[[""Andrea Giallombardo"", ""instance of"", ""human""], [""Ascoli"", ""instance of"", ""sports team""], [""Lega Pro Prima Divisione club Latina"", ""instance of"", ""sports team""], [""Andrea Giallombardo"", ""member of sports team"", ""Lega Pro Prima Divisione club Latina""], [""Andrea Giallombardo"", ""member of sports team"", ""Ascoli""]]"
Q11316354,"[[""Tamotsu Shibutani"", ""instance of"", ""human""], [""University of Chicago"", ""instance of"", ""educational institution""], [""Tamotsu Shibutani"", ""educated at"", ""University of Chicago""]]"
Q1134374,"[[""Curt John Ducasse"", ""instance of"", ""human""], [""Harvard University"", ""instance of"", ""educational institution""], [""Curt John Ducasse"", ""educated at"", ""Harvard University""]]"
Q1135767,"[[""Cory Booker"", ""instance of"", ""human""], [""Sharpe James"", ""instance of"", ""human""], [""Stanford University"", ""instance of"", ""educational institution""], [""Mayor of Newark"", ""instance of"", ""position""], [""Councilman"", ""instance of"", ""position""], [""Political Science"", ""instance of"", ""academic discipline""], [""Sociology"", ""instance of"", ""academic discipline""], [""Cory Booker"", ""educated at"", ""Stanford University""], [""Cory Booker"", ""position held"", ""Councilman""], [""Cory Booker"", ""position held"", ""Mayor of Newark""], [""Cory Booker"", ""field of work"", ""Political Science""], [""Cory Booker"", ""field of work"", ""Sociology""], [""Sharpe James"", ""position held"", ""Mayor of Newark""]]"
Q1135774,"[[""Cory Gardner"", ""instance of"", ""human""], [""Cory Gardner"", ""educated at"", ""University of Colorado""], [""University of Colorado"", ""instance of"", ""educational institution""]]"
Q1137066,"[[""Countee Cullen"", ""instance of"", ""human""], [""Yolande Du Bois"", ""instance of"", ""human""], [""Countee Cullen"", ""spouse"", ""Yolande Du Bois""]]"
Q1138347,"[[""Masahiro Motoki"", ""instance of"", ""human""], [""Yayako Uchida"", ""instance of"", ""human""], [""Kirin Kiki"", ""instance of"", ""human""], [""Yuya Uchida"", ""instance of"", ""human""], [""Masahiro Motoki"", ""spouse"", ""Yayako Uchida""], [""Yayako Uchida"", ""child"", ""Kirin Kiki""], [""Yayako Uchida"", ""child"", ""Yuya Uchida""]]"
Q1140116,"[[""Kenneth Tsang"", ""instance of"", ""human""], [""Chiao Chiao"", ""instance of"", ""human""], [""Kenneth Tsang"", ""spouse"", ""Chiao Chiao""]]"
Q11413923,"[[""Masakazu Watanabe"", ""instance of"", ""human""], [""Watanabe"", ""instance of"", ""family name""], [""Masakazu Watanabe"", ""family name"", ""Watanabe""]]"
Q1141464,"[[""Alberto Marchetti"", ""instance of"", ""human""], [""Alberto Marchetti"", ""member of sports team"", ""Cagliari""], [""Cagliari"", ""instance of"", ""sports team""]]"
Q1142313,"[[""Takako Matsu"", ""instance of"", ""human""], [""Yoshiyuki Sahashi"", ""instance of"", ""human""], [""Takako Matsu"", ""spouse"", ""Yoshiyuki Sahashi""], [""Yoshiyuki Sahashi"", ""spouse"", ""Takako Matsu""]]"
Q11443689,"[[""Hiroshi Amano"", ""instance of"", ""human""], [""Isamu Akasaki"", ""instance of"", ""human""], [""Shuji Nakamura"", ""instance of"", ""human""], [""2014 Nobel Prize in Physics"", ""instance of"", ""award""], [""Hiroshi Amano"", ""award received"", ""2014 Nobel Prize in Physics""], [""Isamu Akasaki"", ""award received"", ""2014 Nobel Prize in Physics""], [""Shuji Nakamura"", ""award received"", ""2014 Nobel Prize in Physics""]]"
Q1144841,"[[""Sousuke Takaoka"", ""instance of"", ""human""], [""Aoi Miyazaki"", ""instance of"", ""human""], [""Sousuke Takaoka"", ""spouse"", ""Aoi Miyazaki""], [""Aoi Miyazaki"", ""spouse"", ""Sousuke Takaoka""]]"
Q11477853,"[[""Kazuhisa Kawahara"", ""instance of"", ""human""], [""Kio Matsumoto"", ""instance of"", ""human""], [""Matsumoto K\u2248\u00e7shir\u2248\u00e7 IX"", ""instance of"", ""human""], [""kabuki actor"", ""instance of"", ""occupation""], [""Matsumoto K\u2248\u00e7shir\u2248\u00e7 IX"", ""occupation"", ""kabuki actor""], [""Kazuhisa Kawahara"", ""spouse"", ""Kio Matsumoto""]]"
Q114859,"[[""Lo\u221a\u00d8c R\u221a\u00a9my"", ""instance of"", ""human""], [""Lille"", ""instance of"", ""sports team""], [""Getafe"", ""instance of"", ""sports team""], [""Queens Park Rangers"", ""instance of"", ""sports team""], [""RC Lens"", ""instance of"", ""sports team""], [""Nice"", ""instance of"", ""sports team""], [""Crystal Palace"", ""instance of"", ""sports team""], [""Chelsea"", ""instance of"", ""sports team""], [""Las Palmas"", ""instance of"", ""sports team""], [""Lo\u221a\u00d8c R\u221a\u00a9my"", ""member of sports team"", ""Lille""], [""Lo\u221a\u00d8c R\u221a\u00a9my"", ""member of sports team"", ""Getafe""], [""Lo\u221a\u00d8c R\u221a\u00a9my"", ""member of sports team"", ""Queens Park Rangers""], [""Lo\u221a\u00d8c R\u221a\u00a9my"", ""member of sports team"", ""RC Lens""], [""Lo\u221a\u00d8c R\u221a\u00a9my"", ""member of sports team"", ""Nice""], [""Lo\u221a\u00d8c R\u221a\u00a9my"", ""member of sports team"", ""Crystal Palace""], [""Lo\u221a\u00d8c R\u221a\u00a9my"", ""member of sports team"", ""Chelsea""], [""Lo\u221a\u00d8c R\u221a\u00a9my"", ""member of sports team"", ""Las Palmas""]]"
Q1149,"[[""Indira Gandhi"", ""instance of"", ""human""], [""Feroze Gandhi"", ""instance of"", ""human""], [""Indira Gandhi"", ""spouse"", ""Feroze Gandhi""], [""Feroze Gandhi"", ""spouse"", ""Indira Gandhi""]]"
Q11490,"[[""Lynn Conway"", ""instance of"", ""human""], [""Lynn Conway"", ""educated at"", ""MIT""], [""MIT"", ""instance of"", ""educational institution""]]"
Q115029,"[[""Kai A. Konrad"", ""instance of"", ""human""], [""Academy of Sciences Leopoldina"", ""instance of"", ""organization""], [""Deutsche Akademie der Naturforscher Leopoldina"", ""instance of"", ""organization""], [""Academia Europaea"", ""instance of"", ""organization""], [""Berlin-Brandenburg Academy of Sciences and Humanities"", ""instance of"", ""organization""], [""Berlin-Brandenburgische Akademie der Wissenschaften"", ""instance of"", ""organization""], [""European Academy of Sciences and Arts"", ""instance of"", ""organization""], [""Europ\u00e4ische Akademie der Wissenschaften und K\u00fcnste"", ""instance of"", ""organization""], [""Kai A. Konrad"", ""member of"", ""Academy of Sciences Leopoldina""], [""Kai A. Konrad"", ""member of"", ""Deutsche Akademie der Naturforscher Leopoldina""], [""Kai A. Konrad"", ""member of"", ""Academia Europaea""], [""Kai A. Konrad"", ""member of"", ""Berlin-Brandenburg Academy of Sciences and Humanities""], [""Kai A. Konrad"", ""member of"", ""Berlin-Brandenburgische Akademie der Wissenschaften""], [""Kai A. Konrad"", ""member of"", ""European Academy of Sciences and Arts""], [""Kai A. Konrad"", ""member of"", ""Europ\u00e4ische Akademie der Wissenschaften und K\u00fcnste""]]"
Q1150316,"[[""Anna Camp"", ""instance of"", ""human""], [""Michael Mosley"", ""instance of"", ""human""], [""Anna Camp"", ""spouse"", ""Michael Mosley""]]"
Q11513913,"[[""Haruka"", ""instance of"", ""human""], [""Keiichiro Hirano"", ""instance of"", ""human""], [""Haruka"", ""spouse"", ""Keiichiro Hirano""]]"
Q11522129,"[[""Yoshio Sugimoto"", ""instance of"", ""human""], [""Kyoto University"", ""instance of"", ""educational institution""], [""Kyoto"", ""instance of"", ""location""], [""Law"", ""instance of"", ""field of study""], [""Politics"", ""instance of"", ""field of study""], [""Yoshio Sugimoto"", ""place of birth"", ""Kyoto""], [""Yoshio Sugimoto"", ""educated at"", ""Kyoto University""], [""Yoshio Sugimoto"", ""field of work"", ""Law""], [""Yoshio Sugimoto"", ""field of work"", ""Politics""]]"
Q11529721,"[[""Kazuyo Matsui"", ""instance of"", ""human""], [""Eiichiro Funakoshi"", ""instance of"", ""human""], [""Kazuyo Matsui"", ""spouse"", ""Eiichiro Funakoshi""], [""Eiichiro Funakoshi"", ""spouse"", ""Kazuyo Matsui""]]"
Q11529785,"[[""Zenzo Matsuyama"", ""instance of"", ""human""], [""Hideko Takamine"", ""instance of"", ""human""], [""Zenzo Matsuyama"", ""spouse"", ""Hideko Takamine""]]"
Q1153192,"[[""J\u221a\u220frgen Leschly S\u221a\u220frensen"", ""instance of"", ""human""], [""Atalanta"", ""instance of"", ""sports team""], [""Svend J\u221a\u220frgen Hansen"", ""instance of"", ""human""], [""Poul Rasmussen"", ""instance of"", ""human""], [""J\u221a\u220frgen Leschly S\u221a\u220frensen"", ""member of sports team"", ""Atalanta""], [""Svend J\u221a\u220frgen Hansen"", ""member of sports team"", ""Atalanta""], [""Poul Rasmussen"", ""member of sports team"", ""Atalanta""]]"
Q115462,"[[""Fritz Zwicky"", ""instance of"", ""human""], [""Gold Medal of the Royal Astronomical Society"", ""instance of"", ""award""], [""Fritz Zwicky"", ""award received"", ""Gold Medal of the Royal Astronomical Society""], [""Astronomy"", ""instance of"", ""field of work""], [""Cosmology"", ""instance of"", ""field of work""], [""Fritz Zwicky"", ""field of work"", ""Astronomy""], [""Fritz Zwicky"", ""field of work"", ""Cosmology""]]"
Q115483,"[[""Max Frisch"", ""instance of"", ""human""], [""Ingeborg Bachmann"", ""instance of"", ""human""], [""Max Frisch"", ""unmarried partner"", ""Ingeborg Bachmann""], [""Ingeborg Bachmann"", ""unmarried partner"", ""Max Frisch""]]"
Q1155778,"[[""Kenji Nojima"", ""instance of"", ""human""], [""Chie Sawaguchi"", ""instance of"", ""human""], [""Kenji Nojima"", ""spouse"", ""Chie Sawaguchi""], [""child 1"", ""instance of"", ""human""], [""child 2"", ""instance of"", ""human""], [""Kenji Nojima"", ""child"", ""child 1""], [""Kenji Nojima"", ""child"", ""child 2""]]"
Q1158571,"[[""Dami\u00e1n Lanza"", ""instance of"", ""human""], [""Emelec"", ""instance of"", ""sports team""], [""goalkeeper"", ""instance of"", ""occupation""], [""third choice goalkeeper"", ""instance of"", ""position""], [""Dami\u00e1n Lanza"", ""occupation"", ""goalkeeper""], [""Dami\u00e1n Lanza"", ""member of sports team"", ""Emelec""], [""Dami\u00e1n Lanza"", ""position played on team / speciality"", ""third choice goalkeeper""]]"
Q1158826,"[[""Q1158826"", ""instance of"", ""human""], [""Empoli"", ""instance of"", ""sports team""], [""Parma"", ""instance of"", ""sports team""], [""Q1158826"", ""member of sports team"", ""Empoli""], [""Q1158826"", ""member of sports team"", ""Parma""]]"
Q11589,"[[""Jeanne Ferrante"", ""instance of"", ""human""], [""IBM T"", ""instance of"", ""company""], [""Jeanne Ferrante"", ""employer"", ""IBM T""]]"
Q11590,"[[""Phyllis Fox"", ""instance of"", ""human""], [""Bell Labs"", ""instance of"", ""company""], [""General Electric"", ""instance of"", ""company""], [""Phyllis Fox"", ""employer"", ""Bell Labs""], [""Phyllis Fox"", ""employer"", ""General Electric""]]"
Q1159112,"[[""Dan Maffei"", ""instance of"", ""human""], [""Columbia"", ""instance of"", ""educational institution""], [""WSYR-TV"", ""instance of"", ""television channel""], [""WWNY-TV"", ""instance of"", ""television channel""], [""Dan Maffei"", ""educated at"", ""Columbia""], [""Dan Maffei"", ""employer"", ""WSYR-TV""], [""Dan Maffei"", ""employer"", ""WWNY-TV""]]"
Q1159815,"[[""Tam\\u00e1s Luk\\u00e1cs"", ""instance of"", ""human""], [""E\\u00f6tv\\u00f6s Lor\\u00e1nd University"", ""instance of"", ""educational institution""], [""Tam\\u00e1s Luk\\u00e1cs"", ""educated at"", ""E\\u00f6tv\\u00f6s Lor\\u00e1nd University""], [""jurist"", ""instance of"", ""occupation""], [""Tam\\u00e1s Luk\\u00e1cs"", ""occupation"", ""jurist""]]"
Q111053,"[[""Dragan Espenschied"", ""instance of"", ""human""], [""Rhizome"", ""instance of"", ""organization""], [""Digital Art Conservation Program"", ""instance of"", ""project""], [""Dragan Espenschied"", ""occupation"", ""Digital Art Conservation Program""], [""Dragan Espenschied"", ""member of"", ""Rhizome""]]"
Q1112195,"[[""14 September 2014"", ""instance of"", ""date""], [""January 2013"", ""instance of"", ""date""], [""Mario Sampirisi"", ""instance of"", ""human""], [""Vicenza"", ""instance of"", ""sports team""], [""Chievo"", ""instance of"", ""sports team""], [""Mario Sampirisi"", ""member of sports team"", ""Vicenza""], [""Mario Sampirisi"", ""member of sports team"", ""Chievo""]]"
